Emp. ID,Department,Position,Gender,Sexual Orientation,Race,Age,Education,Working Location,City,Marital Status,Emp. Type,Salary,Years of Service,Status,Job Satisfaction,Work Life Balance,Years Since Last Promotion,Performance Rating,Hire Year,Term Year
4612878430,6,1,0,0,5,39,1,0,0,0,0,2,1,0,3,3,2,3,2021,0
3029435336,3,1,0,0,0,26,1,0,1,0,0,2,8,0,3,2,0,3,2014,0
1914357141,11,1,0,0,3,39,1,0,2,0,0,2,0,1,4,3,1,4,2012,2013
9073669018,3,1,1,0,0,38,0,1,4,1,0,1,6,0,4,3,2,3,2016,0
3315271244,9,2,1,0,0,37,1,0,4,1,0,2,2,0,4,2,0,3,2020,0
9834077650,10,2,1,0,0,58,0,0,1,1,0,2,3,0,1,4,2,3,2019,0
7093997606,6,1,0,0,0,29,2,0,3,0,0,1,10,0,4,3,2,3,2012,0
294458370,3,1,1,0,0,29,3,0,0,0,0,2,10,0,2,3,10,4,2012,0
9104545105,10,2,0,0,0,32,1,0,1,0,0,2,2,0,3,3,1,3,2020,0
1968715748,12,1,1,0,0,33,1,1,4,0,0,2,8,0,1,3,2,4,2014,0
5014851946,11,1,0,0,4,30,1,0,1,1,0,0,1,1,4,3,0,3,2020,2021
471195377,10,1,0,0,0,37,1,0,0,0,0,1,4,0,2,4,3,3,2018,0
5617898892,8,2,1,0,0,38,1,1,4,0,0,0,1,1,4,3,2,3,2020,2021
5436006532,0,1,0,4,0,35,1,1,4,1,0,1,1,0,2,3,0,4,2021,0
3755867320,11,1,1,0,0,60,1,1,4,1,0,1,5,0,1,3,1,3,2017,0
1895372385,5,1,0,0,0,41,0,1,4,0,0,2,9,0,4,2,2,3,2013,0
5650764041,12,1,1,0,0,21,1,1,4,0,0,2,7,0,1,2,7,3,2015,0
491010422,6,1,1,0,0,26,1,0,4,0,1,2,10,0,3,1,1,3,2012,0
477041826,3,1,0,0,0,25,1,0,0,1,0,0,9,0,4,3,2,3,2013,0
9172658422,9,1,0,0,3,36,1,0,3,0,0,1,8,0,2,4,0,4,2014,0
4183645308,1,1,0,0,0,27,2,0,4,1,0,0,7,0,4,3,1,3,2015,0
3129479060,11,1,0,1,4,22,1,0,2,0,0,1,4,0,4,3,0,3,2018,0
7862611402,11,1,0,0,0,36,1,0,3,0,0,0,7,0,1,2,7,3,2015,0
3936308064,4,1,0,0,0,27,1,0,3,0,0,0,6,0,1,3,1,3,2016,0
269321284,12,1,1,0,0,30,1,0,3,0,1,2,4,0,4,3,1,3,2018,0
2476771104,0,1,0,0,0,33,1,1,4,0,0,1,8,0,4,3,0,3,2014,0
1120836250,12,1,0,0,0,34,1,0,4,0,0,2,5,0,3,4,1,3,2017,0
6630511380,0,3,0,0,3,30,1,1,3,0,0,2,1,0,2,2,2,3,2021,0
6294108317,10,1,0,0,0,32,1,0,3,0,0,2,1,1,2,2,0,3,2012,2013
7558115023,4,1,0,0,0,44,1,0,1,0,0,1,6,0,3,3,1,3,2016,0
2653285162,4,1,0,0,0,29,1,0,4,0,0,1,0,1,4,3,2,3,2020,2021
2221255630,4,0,1,0,0,32,1,1,4,0,0,1,10,0,4,4,10,3,2012,0
621736093,9,1,0,0,4,26,1,0,0,0,0,2,3,0,4,2,0,3,2019,0
3370693887,7,2,1,0,2,28,2,0,0,0,0,1,4,0,3,2,2,3,2018,0
6639687537,1,1,0,0,0,21,3,0,3,0,0,0,5,0,2,3,0,3,2017,0
2542008803,12,1,0,0,0,36,1,0,3,0,0,2,8,0,3,3,1,3,2014,0
9896527401,5,1,0,0,0,27,1,0,1,0,0,2,2,0,4,3,2,3,2020,0
2224374610,6,1,1,0,1,28,2,1,4,0,0,0,8,0,3,3,0,4,2014,0
1145612320,12,1,0,0,3,31,1,1,3,0,0,2,8,0,4,3,1,3,2014,0
3809774068,0,1,0,0,0,43,1,0,4,0,0,0,3,0,4,2,1,4,2019,0
5200925851,4,1,0,0,0,42,1,0,4,0,0,1,5,0,2,3,0,3,2017,0
1214333978,3,1,0,0,4,28,1,1,4,0,0,2,5,0,2,3,1,3,2017,0
4064122448,0,2,1,0,1,36,2,0,0,0,0,0,7,0,3,1,2,4,2015,0
6142178483,3,1,1,0,3,33,1,1,4,0,0,2,10,0,2,3,10,3,2012,0
9526681855,12,1,0,0,4,35,1,0,3,0,0,0,5,0,1,3,1,3,2017,0
961814928,7,2,0,0,0,31,1,0,3,0,0,1,7,0,2,2,2,4,2015,0
6468618754,6,1,0,0,0,37,1,0,0,0,0,2,1,0,4,2,0,3,2021,0
7131683468,12,1,0,2,0,26,1,0,3,0,0,1,11,0,2,4,1,3,2012,0
8381732325,11,1,0,0,0,45,1,0,3,1,0,2,2,0,3,2,2,3,2020,0
6030473922,4,2,0,0,0,38,1,0,0,1,0,1,5,0,1,2,0,3,2017,0
5277803096,3,1,1,0,0,27,2,1,4,1,0,1,5,0,2,4,1,3,2017,0
3716478791,12,1,0,0,2,33,1,1,4,0,0,2,2,0,3,3,2,3,2020,0
1479633797,9,1,0,0,0,26,1,0,3,0,0,2,6,0,2,3,0,3,2016,0
2122267368,3,1,1,0,0,40,1,0,4,0,0,0,0,1,4,4,1,3,2021,2021
9062898493,5,1,1,0,0,54,1,0,0,1,0,2,2,0,2,3,2,3,2020,0
5300922813,6,1,0,0,0,26,1,0,2,0,0,2,2,0,4,3,0,3,2020,0
4454204290,12,1,1,0,0,22,1,1,4,0,0,2,1,0,4,3,1,3,2021,0
1438686707,12,1,0,0,0,30,1,1,4,0,0,2,2,0,3,2,2,3,2020,0
9928264779,12,1,0,0,3,35,1,0,4,0,0,1,0,1,3,3,0,3,2019,2020
5340051643,9,1,1,0,0,40,1,0,0,0,0,2,4,0,3,3,3,3,2018,0
6447849934,6,1,0,0,0,29,1,0,0,1,0,1,6,0,1,2,2,3,2016,0
1115672554,11,1,0,0,2,31,1,0,3,0,0,0,2,0,2,2,0,3,2020,0
9984138960,7,1,0,0,0,29,1,0,1,0,0,2,8,0,4,4,1,3,2014,0
777903495,11,1,0,0,0,34,0,1,4,0,0,1,6,0,2,3,2,4,2016,0
347911361,0,1,0,0,0,37,1,0,4,0,0,1,1,0,2,3,0,3,2021,0
8434042007,12,1,1,0,0,21,1,0,2,0,0,2,4,0,3,3,0,3,2018,0
7207418583,6,1,1,0,0,31,1,0,2,0,0,2,2,0,3,3,2,3,2020,0
9031340079,12,1,0,0,0,38,2,1,4,0,0,1,9,0,1,3,9,3,2013,0
2879373964,6,1,0,0,0,39,2,0,0,0,0,2,4,0,4,3,1,3,2018,0
1197229283,11,1,0,0,3,31,1,0,0,0,0,0,1,0,3,3,2,3,2021,0
9347231177,5,1,0,0,0,43,1,0,0,0,0,2,9,0,1,4,9,3,2013,0
1449086419,7,1,0,0,0,41,1,0,4,0,0,1,0,1,4,3,1,3,2020,2021
1468272736,12,1,1,0,0,39,1,0,0,0,0,2,3,0,1,3,2,3,2019,0
5267318679,4,2,1,0,0,30,2,1,3,0,0,0,1,0,2,3,0,3,2021,0
248534502,11,1,0,0,4,38,1,1,3,0,0,0,0,1,2,2,1,3,2018,2019
5146134789,4,0,0,0,0,38,1,0,4,1,0,2,5,0,1,3,2,4,2017,0
770138866,0,1,0,0,0,57,2,0,3,1,0,0,5,0,3,3,0,3,2017,0
175255021,4,1,0,0,0,36,1,0,2,0,0,1,4,0,3,2,2,3,2018,0
2261704022,11,2,0,0,0,25,1,0,4,0,0,0,3,0,2,3,0,3,2019,0
1814824138,8,1,1,0,0,28,1,0,4,0,0,0,7,0,2,4,7,3,2015,0
9694868022,10,2,0,0,0,24,1,0,1,0,0,2,5,0,1,4,1,3,2017,0
8412275732,3,0,0,0,0,28,1,0,0,1,0,2,2,0,3,2,2,3,2020,0
8764257022,9,1,1,0,0,43,1,0,3,0,0,2,3,0,3,3,1,3,2019,0
5916736457,5,1,0,0,3,23,0,0,1,1,0,2,7,0,2,3,1,3,2015,0
6124858654,3,1,0,0,0,24,0,0,3,1,1,1,1,0,3,3,2,3,2021,0
102701579,7,2,0,0,0,47,1,0,3,1,0,2,3,0,4,2,2,3,2019,0
1801081050,12,1,1,0,0,27,0,0,2,1,0,2,1,0,4,3,1,3,2021,0
2675687812,4,1,0,0,0,37,2,0,4,0,0,0,4,0,1,3,3,3,2018,0
6362186621,6,1,1,0,0,36,1,0,4,0,0,2,1,0,3,3,0,3,2021,0
5912294941,0,1,0,0,4,32,1,1,4,0,0,0,0,1,2,3,1,3,2021,2021
2281072810,8,1,0,0,0,38,1,0,2,0,0,0,5,0,1,3,2,3,2017,0
4606260682,12,1,1,0,0,41,1,0,4,0,0,2,7,0,1,4,7,3,2015,0
1674257891,3,2,0,0,0,26,1,0,2,1,0,2,7,0,4,2,1,3,2015,0
6819989495,11,1,0,0,0,34,1,0,2,0,0,1,4,0,1,2,0,3,2018,0
2076734946,11,1,0,0,0,56,1,0,4,1,0,1,4,0,2,3,1,4,2018,0
4779992163,12,1,0,0,0,21,1,0,2,0,0,2,1,1,1,2,1,3,2012,2014
292754185,3,1,0,0,0,35,1,0,4,0,0,2,8,0,4,3,2,3,2014,0
107304873,11,1,0,0,0,36,1,1,4,0,0,0,3,0,4,3,0,3,2019,0
6568233708,11,1,1,0,0,39,1,0,2,0,0,0,8,0,2,2,1,3,2014,0
2755796379,7,1,0,0,3,49,1,1,3,1,1,2,2,0,4,4,2,3,2020,0
1880475512,10,1,0,0,0,28,1,0,4,1,0,2,0,1,4,3,0,3,2021,2021
7102866990,6,1,0,0,0,25,1,1,4,0,0,0,5,0,4,3,1,4,2017,0
7411781974,6,0,0,0,0,24,1,0,0,1,0,2,2,0,3,2,2,3,2020,0
8546539771,12,2,0,0,0,52,1,0,3,1,0,2,7,0,2,3,7,3,2015,0
7496509791,12,0,0,0,0,23,1,0,3,0,0,2,9,0,3,3,1,4,2013,0
801592367,0,1,1,0,0,30,1,0,1,0,0,1,7,0,3,3,2,4,2015,0
1616930251,12,1,1,0,0,30,1,0,0,0,0,2,0,1,3,3,0,3,2013,2014
9955409649,9,1,1,0,0,31,1,0,3,0,0,2,8,0,4,4,1,3,2014,0
760681758,11,1,1,0,5,21,1,0,0,1,0,0,8,0,3,2,2,3,2014,0
2685073738,7,1,0,0,0,47,1,0,4,1,0,2,1,0,3,3,0,3,2021,0
3025681097,0,1,0,0,0,41,1,0,1,0,0,1,1,0,4,4,1,3,2021,0
5168179097,11,1,0,0,2,27,1,0,4,0,0,1,6,0,1,3,2,3,2016,0
3218013760,9,1,1,0,0,35,1,0,3,0,0,2,10,0,3,2,10,3,2012,0
6123517755,12,2,0,0,0,36,1,0,2,1,0,2,10,0,4,4,1,3,2012,0
3350437227,11,2,0,0,0,29,1,0,0,1,0,1,6,0,2,3,2,3,2016,0
4399616029,3,1,0,0,0,51,1,1,4,1,0,1,9,0,4,2,9,3,2013,0
5996672506,9,0,0,0,0,28,1,0,0,0,0,2,10,0,3,3,1,3,2012,0
5466398513,4,1,0,0,0,33,1,0,2,0,0,0,6,0,4,4,2,3,2016,0
1463214706,12,1,0,0,0,32,1,0,4,0,0,2,8,0,2,2,0,3,2014,0
7485506275,12,1,1,0,0,23,2,0,1,0,0,2,8,0,3,3,1,4,2015,0
390131335,11,3,0,0,2,22,0,0,1,0,0,2,5,0,3,2,2,3,2017,0
5082462516,11,1,0,0,0,39,1,0,0,0,0,2,8,0,3,2,0,3,2014,0
6273085856,5,2,1,0,3,27,1,0,4,0,0,2,5,0,3,1,1,3,2018,0
6490750184,7,1,1,0,0,51,1,0,0,1,0,2,4,0,4,3,2,3,2018,0
7221275824,8,1,0,0,2,39,1,0,1,0,0,0,2,0,3,3,0,3,2020,0
3732458722,3,1,1,0,0,43,1,1,4,0,0,2,2,0,4,3,1,3,2020,0
1990112644,11,1,0,0,0,23,1,0,4,1,0,2,1,0,1,3,2,3,2021,0
2592677207,5,1,1,0,0,33,1,0,4,0,0,2,6,0,1,1,0,3,2016,0
4537024816,12,1,0,2,0,44,1,0,0,0,0,2,5,0,3,3,1,3,2017,0
8662450411,6,1,1,0,0,42,2,0,1,0,0,2,1,1,4,3,2,3,2016,2018
9952342498,12,2,0,0,0,39,1,0,3,1,0,2,4,0,4,2,3,3,2018,0
6582587652,12,1,1,0,3,21,1,0,3,0,0,2,0,1,1,3,1,3,2020,2020
3142852362,11,3,0,0,0,41,1,1,4,0,0,2,7,0,1,2,2,3,2015,0
7230934536,6,1,1,0,0,36,1,0,2,0,0,2,9,0,1,3,9,4,2013,0
4713077704,3,1,0,0,3,31,1,0,3,0,0,2,3,0,4,3,1,3,2019,0
3784100768,3,2,0,0,0,26,1,0,0,0,0,2,11,0,4,2,2,3,2012,0
8470544413,11,2,0,0,0,27,1,0,3,0,0,2,0,1,1,3,0,4,2021,2022
3154133190,7,2,0,0,0,29,1,0,3,0,0,2,1,0,4,4,1,3,2021,0
9816239711,12,1,1,0,1,26,1,0,2,0,0,1,6,0,2,3,2,3,2016,0
2771745961,4,0,1,0,0,27,1,0,1,0,0,2,7,0,3,3,7,3,2015,0
9851364477,8,1,1,0,0,36,1,1,4,0,0,0,5,0,1,3,1,3,2017,0
6853086591,9,1,1,0,0,25,0,0,4,0,0,0,4,0,2,4,0,3,2018,0
8082562285,3,1,0,0,2,35,1,0,2,0,0,0,7,0,1,3,7,3,2015,0
6843610689,11,2,1,0,3,37,1,0,0,1,0,1,7,0,2,4,1,3,2015,0
1391545448,12,1,0,0,0,25,0,0,3,0,0,2,5,0,1,4,2,3,2017,0
9129426265,11,1,1,0,1,31,0,0,3,0,0,1,6,0,4,2,0,3,2016,0
8929574696,5,2,0,0,0,37,1,0,3,1,0,2,0,1,1,2,1,3,2012,2012
6940506889,9,1,0,0,0,33,1,0,0,0,0,1,9,0,4,2,2,3,2013,0
1248416859,12,1,1,0,4,63,1,0,4,1,0,1,9,0,1,3,9,3,2013,0
8315224218,11,1,0,0,1,33,1,0,4,0,0,0,10,0,3,1,1,3,2012,0
4831153718,1,1,1,0,0,38,1,1,4,1,0,1,1,0,1,4,2,4,2021,0
4167242155,11,2,1,0,0,32,1,0,0,0,0,2,6,0,3,4,0,3,2016,0
3615825420,3,3,0,0,0,50,2,0,3,1,0,2,9,0,3,3,1,3,2013,0
4944987124,11,1,0,0,0,32,1,1,4,1,0,2,10,0,4,2,2,3,2012,0
1020700787,9,1,0,0,0,36,1,0,0,1,0,0,2,0,2,2,0,3,2020,0
4001569868,11,1,1,0,0,23,3,0,2,0,0,1,1,0,3,2,1,3,2021,0
489809093,6,1,0,0,0,27,1,0,3,0,0,1,6,0,3,4,2,3,2016,0
1489527284,3,1,0,0,0,41,1,0,3,0,0,1,7,0,4,3,7,3,2015,0
959878590,1,1,0,0,0,33,1,0,0,0,0,1,8,0,4,4,1,3,2014,0
4057075270,6,0,0,0,5,57,1,0,3,1,1,2,4,0,1,4,1,4,2018,0
6892342257,7,1,1,0,0,39,0,0,0,1,0,2,2,0,2,3,0,3,2020,0
5031018953,0,1,0,0,0,24,1,1,3,0,0,1,7,0,1,3,1,3,2015,0
3227709939,12,1,1,0,0,30,0,0,1,1,0,2,1,0,2,3,2,3,2021,0
1279524452,7,1,0,0,0,30,1,0,1,0,0,2,3,0,4,1,2,3,2019,0
2846470904,11,1,1,0,0,26,1,0,1,0,0,0,7,0,4,4,1,3,2015,0
6651792835,6,1,0,0,0,54,1,0,0,1,0,2,9,0,1,3,2,3,2013,0
2770187552,7,1,0,0,0,42,1,0,0,0,0,0,1,1,3,3,0,3,2015,2017
9129497801,0,1,0,0,0,25,1,0,3,1,0,0,5,0,2,3,1,3,2017,0
4398475173,7,2,1,0,0,43,1,0,0,0,0,1,6,0,1,3,2,3,2016,0
1916921933,10,1,1,0,5,59,1,0,2,1,0,2,5,0,3,3,0,3,2017,0
4962061140,6,1,0,0,0,41,1,1,4,0,0,0,6,0,2,2,1,3,2016,0
3530337257,0,2,0,0,4,35,1,0,4,0,0,0,1,0,3,2,2,3,2021,0
31934668,7,2,1,0,0,25,1,0,3,0,0,2,3,0,3,4,0,3,2019,0
6367253691,6,1,1,0,0,35,1,0,2,0,0,1,1,0,2,2,1,3,2021,0
5768065325,8,1,1,0,0,31,1,0,3,0,0,1,2,0,1,3,2,3,2020,0
1889744626,11,1,0,0,0,36,1,0,0,0,0,1,1,0,1,3,0,3,2021,0
6559988705,7,1,1,0,0,28,1,0,4,0,0,0,5,0,3,2,1,3,2017,0
1368787589,12,0,1,0,0,41,1,1,4,0,0,2,10,0,4,3,2,3,2012,0
3159687889,12,3,0,0,0,27,1,0,0,1,0,2,8,0,3,2,0,3,2014,0
2176724770,4,1,0,0,0,31,1,0,4,0,0,0,4,0,3,2,2,3,2018,0
2077662503,5,1,0,0,0,25,1,0,0,0,0,2,4,0,3,2,3,4,2018,0
7870535481,4,3,0,0,3,36,3,0,1,0,0,1,10,0,2,3,10,3,2012,0
4760745676,12,1,0,0,5,40,2,0,4,0,0,2,4,0,1,2,0,3,2018,0
9082687595,1,1,0,3,0,28,1,0,3,0,1,0,7,0,3,4,2,3,2016,0
929552007,11,1,0,0,0,24,1,0,4,1,0,1,3,0,2,1,1,3,2019,0
7315697460,12,1,0,0,4,21,1,0,0,0,0,2,7,0,2,4,1,4,2015,0
9671531803,7,1,1,0,0,32,1,0,4,0,0,2,4,0,3,3,1,3,2018,0
133287801,11,2,0,3,1,33,1,1,4,0,0,0,6,0,1,2,0,3,2016,0
2302028124,4,1,0,0,5,58,1,0,3,1,0,1,1,0,2,3,1,3,2021,0
9339553689,7,1,0,0,0,24,1,0,0,0,0,1,8,0,3,2,2,3,2014,0
988279382,8,1,0,0,0,31,1,0,1,0,0,1,7,0,3,3,7,3,2015,0
8529438022,12,1,1,0,0,38,1,1,4,1,0,2,1,0,3,4,1,4,2021,0
3291070139,11,1,0,0,0,36,1,0,2,0,0,0,5,0,3,3,2,3,2017,0
5979897724,6,1,0,0,0,22,1,0,0,0,0,0,3,0,2,3,2,3,2020,0
6057554866,8,1,2,4,0,64,1,1,4,1,0,0,2,1,3,2,1,3,2016,2019
6934633867,3,1,1,0,0,38,1,0,3,0,0,0,2,0,1,2,2,3,2020,0
2634079542,3,1,1,0,0,34,1,0,1,0,0,0,8,0,3,1,0,3,2014,0
1878111571,3,1,1,0,3,42,1,0,2,0,0,1,1,0,1,3,1,3,2021,0
8078290876,12,1,1,0,0,32,1,1,4,1,0,2,7,0,1,3,2,4,2015,0
3079524417,12,1,0,0,0,41,1,0,3,1,0,2,9,0,2,3,9,3,2013,0
230974861,11,1,1,0,0,28,1,1,4,0,0,0,1,1,2,2,1,3,2017,2018
5557112951,4,1,0,0,0,43,1,0,2,0,0,0,8,0,3,3,2,3,2014,0
19611331,4,2,0,0,1,32,1,0,0,0,0,1,1,0,4,4,0,4,2021,0
8214688135,4,1,1,0,1,24,1,0,4,0,0,0,9,0,4,3,1,4,2013,0
5986244693,7,1,0,0,0,24,1,0,0,0,0,1,9,0,1,1,2,3,2013,0
2116578394,11,1,1,0,0,29,2,0,2,0,0,2,9,0,1,4,9,3,2013,0
3344316696,4,1,1,0,0,34,1,0,0,0,0,0,4,0,2,3,2,3,2018,0
4891222094,11,1,1,0,1,39,1,0,4,1,0,0,3,0,2,4,0,3,2019,0
6503831785,7,1,0,0,1,47,1,0,0,1,0,0,4,0,2,1,3,3,2018,0
6169316031,11,1,0,3,2,35,1,0,2,0,0,0,5,0,3,3,1,3,2017,0
5200779776,12,2,0,0,2,35,1,0,3,0,0,2,4,0,1,1,0,3,2018,0
5560397643,4,1,0,0,0,35,2,0,1,0,0,0,2,0,3,3,0,3,2021,0
4980795044,11,0,0,0,0,38,1,0,3,0,0,2,0,1,3,1,1,3,2020,2020
8143187226,11,0,1,0,0,25,1,0,4,1,0,2,3,0,4,3,1,3,2019,0
5406926945,11,1,1,0,0,31,1,0,0,0,0,0,7,0,3,3,7,4,2015,0
8110947237,1,1,1,0,0,37,1,1,4,1,0,1,9,0,2,3,1,3,2013,0
1647463287,11,1,0,0,0,21,1,0,4,0,0,2,2,0,4,3,2,3,2020,0
8291963500,5,1,0,0,0,28,1,0,3,0,0,2,4,0,1,3,1,3,2018,0
7497394141,7,1,0,0,0,26,1,0,0,0,0,0,8,0,2,3,1,3,2014,0
3415307338,11,1,1,0,0,35,0,0,0,1,0,1,1,0,4,3,2,4,2021,0
1391328412,7,1,1,0,0,40,1,0,3,0,0,1,1,0,4,1,0,3,2021,0
1479126994,4,1,1,0,0,30,2,0,1,0,0,2,8,0,1,4,1,3,2014,0
6524583225,12,1,1,0,2,33,1,0,0,0,0,2,4,0,3,3,2,3,2018,0
9624321955,8,1,0,0,0,35,1,0,2,0,0,1,7,0,4,3,7,4,2015,0
1438475016,6,1,1,0,1,21,1,0,4,0,1,0,7,0,1,3,1,3,2015,0
111958560,12,1,1,0,4,33,0,0,3,0,0,1,9,0,4,3,2,3,2013,0
3564449061,4,2,1,0,3,41,1,0,1,0,0,0,6,0,2,3,0,3,2016,0
6136871049,12,2,1,0,0,36,1,0,0,0,0,2,5,0,3,3,1,4,2017,0
188738856,11,1,0,0,0,34,2,0,3,0,0,2,3,0,2,3,2,3,2019,0
4773663431,10,1,0,0,3,25,0,0,3,0,0,1,10,0,4,2,10,4,2012,0
5278934159,11,2,0,0,0,35,1,1,4,1,0,2,8,0,3,3,1,3,2014,0
6768034236,4,1,0,0,3,36,1,0,4,0,0,2,3,0,3,2,0,3,2019,0
2895899364,4,1,0,0,0,38,1,0,3,0,0,1,6,0,1,1,0,3,2016,0
7019418023,7,1,1,0,3,43,1,0,3,0,0,2,10,0,1,3,1,3,2012,0
4055008254,7,1,0,0,0,39,1,0,0,0,0,1,7,0,3,3,2,3,2015,0
8374364807,11,0,1,0,0,30,2,1,4,0,0,2,6,0,1,3,0,3,2016,0
1697459633,7,0,0,0,0,42,2,0,3,0,0,2,2,0,2,3,1,3,2020,0
4301653465,6,1,0,0,1,36,1,0,2,0,0,0,7,0,1,3,2,3,2015,0
3353867183,7,0,0,0,0,23,2,0,0,0,0,2,6,0,4,3,0,3,2016,0
6162015595,4,1,0,0,0,42,1,0,4,0,0,1,10,0,2,3,1,3,2012,0
3388882054,11,1,0,0,0,54,1,0,1,1,0,2,2,0,1,2,2,3,2020,0
7802245761,12,1,0,0,0,24,1,0,4,0,0,1,2,1,1,2,0,3,2019,2021
541575038,8,1,1,0,0,28,1,1,3,0,0,1,4,0,4,1,3,3,2018,0
2365847572,12,2,0,0,0,22,2,1,4,1,0,2,9,0,4,3,2,4,2013,0
1275997622,3,1,1,0,0,33,1,0,3,0,0,2,6,0,4,2,0,3,2016,0
1459792735,4,1,0,0,0,25,1,0,3,0,0,1,0,1,4,3,1,4,2012,2013
858650246,12,1,0,0,0,37,1,0,0,0,0,1,5,0,2,3,2,3,2017,0
99936582,12,1,1,0,0,41,1,0,3,0,0,2,10,0,2,4,10,3,2012,0
2929518304,1,1,1,0,0,29,1,1,4,0,0,0,7,0,3,3,1,3,2015,0
6561528685,3,1,1,0,0,39,2,0,2,0,0,2,4,0,1,3,0,3,2018,0
754944955,12,1,1,0,0,37,1,0,3,0,0,1,6,1,3,3,0,3,2015,2021
7643594699,7,0,1,0,3,28,1,0,3,1,0,1,1,1,3,3,1,3,2015,2017
819849452,4,1,0,0,3,42,1,1,4,0,0,1,5,0,4,4,2,3,2017,0
6921242864,4,1,0,0,1,34,1,0,4,0,0,0,3,0,3,3,1,3,2019,0
1074347333,11,3,0,0,0,33,1,1,4,0,0,2,9,0,3,3,1,3,2013,0
1669035538,6,1,1,0,0,35,1,0,0,1,0,2,5,0,1,3,2,3,2017,0
6955569361,4,1,1,0,0,23,1,0,1,1,0,0,8,0,4,3,0,4,2014,0
3060294983,11,1,1,0,3,28,1,0,2,0,0,2,4,0,3,2,1,3,2018,0
5437302479,12,1,0,0,0,34,1,0,1,0,0,2,2,0,3,2,2,3,2020,0
9773307574,6,1,1,0,4,24,0,0,3,0,0,0,4,0,1,3,2,3,2018,0
9402855720,0,0,1,0,0,40,1,0,0,0,0,0,5,0,2,3,1,3,2017,0
452620991,6,1,0,0,5,21,1,0,4,0,0,2,9,0,4,2,2,3,2013,0
7465531799,9,1,0,0,0,40,3,0,2,0,0,2,9,0,1,1,9,3,2013,0
8730926929,6,1,0,0,4,33,1,0,0,1,0,1,7,0,2,3,1,3,2015,0
5419176078,11,1,0,0,0,37,1,0,1,0,0,2,1,0,3,2,2,3,2021,0
5417294430,0,1,0,0,0,42,1,0,3,1,0,0,6,0,3,3,0,3,2016,0
9250670410,12,1,0,0,0,29,1,0,0,1,0,2,3,0,4,3,2,3,2019,0
6169918422,12,1,1,0,0,38,1,0,2,0,0,2,6,0,4,2,2,3,2016,0
5869293228,12,1,1,0,0,52,1,0,2,1,0,1,0,1,2,2,0,3,2021,2021
5145333242,11,1,1,0,0,40,1,0,3,0,0,0,10,0,1,3,1,3,2012,0
5429944663,12,1,1,0,0,40,1,0,0,1,0,2,9,0,1,3,2,3,2013,0
1531528137,1,1,0,0,1,37,1,0,3,0,0,0,3,1,1,3,0,3,2015,2019
4605274318,6,1,0,0,3,37,2,0,0,0,0,2,0,1,3,3,1,3,2013,2013
2120113253,11,1,0,0,0,52,1,0,4,1,0,0,1,0,4,3,2,3,2021,0
1320756379,0,1,0,0,0,32,1,1,3,0,0,0,6,0,1,2,0,3,2016,0
3623063383,7,1,1,0,0,35,1,0,3,1,0,0,5,0,1,3,1,3,2017,0
6147675114,11,1,1,0,0,35,1,0,3,0,0,1,4,0,1,3,3,3,2018,0
7388230897,12,1,1,0,3,37,1,0,1,0,0,2,10,0,1,3,10,3,2012,0
7481170471,3,1,1,0,0,31,1,0,2,0,0,2,9,0,1,2,1,4,2013,0
412849095,6,1,1,0,0,30,1,0,0,0,0,1,2,0,4,3,2,3,2020,0
9281746492,12,1,0,0,0,22,1,0,3,1,0,2,9,0,4,4,9,3,2013,0
1640715605,5,1,1,0,0,36,1,0,2,0,0,2,3,0,3,3,1,3,2019,0
1616697849,7,1,0,0,0,42,1,0,3,0,0,1,5,0,3,3,2,3,2017,0
863592804,12,1,1,0,2,26,0,0,2,0,0,0,4,0,3,3,0,3,2018,0
6346767524,3,2,0,0,3,31,1,0,0,0,0,2,3,0,3,3,2,3,2019,0
571560532,1,1,1,0,1,21,2,0,0,0,0,0,7,0,3,2,2,3,2015,0
7269739934,12,2,0,0,0,21,2,0,0,1,0,2,7,0,3,1,7,3,2015,0
5011019034,7,2,1,0,0,39,1,0,3,1,0,2,4,0,4,3,1,3,2018,0
4125616648,5,1,0,0,3,43,1,0,3,1,0,2,8,0,3,4,2,3,2014,0
9442191847,11,1,0,0,0,30,1,0,1,0,0,1,2,0,1,3,0,3,2020,0
564124995,8,1,0,0,0,40,2,0,3,0,0,1,3,0,2,1,0,3,2019,0
56138933,0,1,0,0,3,31,1,0,3,0,0,1,1,0,4,2,2,3,2021,0
921752623,8,2,1,0,0,23,1,0,3,1,0,2,2,1,4,3,0,3,2017,2020
635914058,6,0,0,0,0,27,2,0,4,0,0,2,1,1,4,3,1,4,2012,2013
9261662044,1,1,0,0,0,36,1,0,1,0,0,0,4,0,4,2,2,3,2018,0
561512705,9,1,1,0,0,26,1,0,3,0,0,1,1,1,4,3,0,3,2015,2017
9279988289,12,1,0,0,0,35,2,0,2,0,0,2,2,0,3,3,1,3,2020,0
7651520359,6,2,0,0,4,23,1,0,1,0,0,2,3,0,4,2,1,3,2019,0
7745459920,12,1,0,0,0,50,0,0,2,1,1,2,1,0,1,1,0,3,2021,0
9222731659,5,1,0,0,0,38,2,0,3,1,0,2,9,0,3,3,1,3,2013,0
8234082359,9,1,1,0,3,35,1,0,2,0,0,1,0,1,1,3,2,3,2019,2020
1197323865,7,1,1,0,0,43,1,0,4,0,0,0,5,0,3,3,0,3,2017,0
