Employee ID,Department,Department Area,Degree of Leadership,Gender,Sexual Orientation,Race,Age,Education,Work Environment,City,Marital Status,Full-Time or Contract,Salary,Hire Date,Termination Date,Years of Service,Termination Type,Termination Reason,Employee Status,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,PerformanceRating
9292253867,3,3.3,1,0,0,3,26,1,1,5,0,0,0,1/3/17,1/19/19,2,1,1.1,1,2,3,1,3
2001110038,12,12.2,1,0,0,0,24,1,0,14,0,0,2,6/13/21,0,1,0,0,0,2,2,2,3
5022141196,6,6.1,1,0,0,0,37,1,1,17,0,0,1,2/15/19,0,3,0,0,0,1,3,1,3
6572423696,7,7.2,1,0,0,0,31,1,0,1,0,0,0,1/27/19,11/6/19,0,1,1.6,1,1,3,1,3
7329781480,3,3.2,2,0,0,2,24,1,0,5,0,0,0,12/15/21,0,1,0,0,0,3,3,2,4
1336142758,4,4.2,1,0,0,4,25,1,1,11,0,0,0,9/19/16,0,6,0,0,0,2,4,0,3
9916305084,3,3.1,1,1,0,0,37,2,0,7,0,0,2,7/16/18,8/2/19,1,1,1.5,1,1,3,1,3
5182865458,6,6.3,2,1,0,3,30,1,1,11,1,0,2,10/15/16,0,6,0,0,0,4,1,2,3
2930116420,6,6.3,0,1,0,2,28,1,0,7,0,0,2,3/10/12,3/8/16,3,1,1.4,1,2,3,2,3
1462292034,0,0.2,1,0,0,0,24,2,0,15,0,0,0,7/14/16,0,6,0,0,0,1,4,1,3
9358352423,6,6.1,1,1,0,0,23,1,0,18,0,0,2,6/27/20,7/30/20,0,1,1.3,1,4,3,2,3
6585111858,3,3.2,1,0,0,0,35,1,0,12,0,0,2,2/19/13,0,9,0,0,0,4,3,9,3
886570108,12,12.1,2,0,0,0,41,3,1,11,0,0,2,8/17/15,7/16/16,0,1,1.4,1,3,1,1,3
460923431,3,3.1,2,0,0,0,36,1,0,9,0,0,2,10/25/20,0,2,0,0,0,2,2,2,3
4884703791,12,12.1,1,0,0,1,40,1,0,14,1,0,1,1/7/20,0,2,0,0,0,4,3,0,3
6335213654,7,7.1,2,0,0,0,33,1,0,6,0,0,2,11/25/16,9/26/17,0,1,1.6,1,3,3,1,3
2549359699,6,6.1,1,0,0,0,53,1,0,2,1,0,0,8/28/19,0,3,0,0,0,4,2,0,3
3247625926,12,12.3,1,1,0,0,24,1,0,19,0,0,2,7/16/20,0,2,0,0,0,3,3,0,4
1173750454,1,1.3,2,1,0,0,32,1,0,15,0,0,0,7/31/20,0,2,0,0,0,3,4,1,3
8708313836,6,6.2,1,0,0,3,51,1,0,4,1,0,1,12/20/19,0,3,0,0,0,3,4,1,3
2885085898,0,0.1,1,1,0,3,23,1,0,8,0,0,0,10/27/15,0,7,0,0,0,4,3,7,3
5665063997,12,12.1,1,0,0,3,27,1,0,0,0,0,2,2/12/20,0,2,0,0,0,4,3,1,3
3204418796,8,8.1,1,0,0,0,40,1,0,5,0,0,0,4/6/14,2/28/16,1,1,1.3,1,3,3,2,3
7504010968,3,3.3,3,0,0,0,40,1,0,1,1,0,2,4/11/12,0,10,0,0,0,2,2,10,3
6053240288,12,12.3,1,0,0,0,29,1,0,4,0,0,1,1/5/16,0,7,0,0,0,3,4,1,3
412442355,8,8.2,1,0,0,0,25,3,0,20,0,0,0,2/22/20,0,2,0,0,0,4,3,2,3
8013495478,3,3.3,1,1,0,0,28,1,0,12,1,0,2,2/18/14,2/25/19,5,1,1.4,1,1,3,0,4
7971865728,4,4.3,0,0,0,2,25,1,1,11,0,0,2,6/17/14,0,8,0,0,0,3,3,1,3
1372269958,7,7.1,1,0,0,0,36,1,0,18,0,0,2,8/6/15,0,7,0,0,0,1,3,2,4
9179269420,11,11.1,1,0,0,0,33,1,0,17,0,0,0,2/8/12,0,10,0,0,0,4,3,10,3
4224149255,9,9.2,1,1,0,0,65,2,0,8,1,0,1,8/14/14,0,8,0,0,0,4,3,1,3
1826237648,10,10.3,1,0,0,4,39,2,1,11,0,0,1,1/10/19,0,3,0,0,0,4,2,2,4
8544231885,5,5.1,1,0,0,0,34,1,0,14,0,0,2,4/26/19,3/30/21,1,1,1.1,1,2,3,0,3
8322019335,6,6.2,1,0,0,0,26,1,0,10,0,0,2,1/22/15,0,7,0,0,0,3,4,1,3
5959391022,7,7.2,1,1,0,0,36,1,1,17,1,0,1,8/19/16,0,6,0,0,0,2,3,2,3
9885626591,4,4.3,1,1,0,0,36,1,0,12,0,0,0,5/6/20,8/25/21,1,1,1.1,1,1,3,0,3
5956968827,8,8.3,1,1,0,0,42,1,0,10,0,0,1,5/15/21,0,1,0,0,0,4,3,1,3
1243898660,12,12.2,1,0,0,0,39,1,0,13,0,0,1,9/21/21,0,1,0,0,0,3,3,2,3
5066849496,7,7.2,1,0,0,0,26,1,0,6,0,0,2,1/23/16,0,6,0,0,0,3,3,0,3
9042972645,12,12.1,1,0,0,0,37,1,0,20,0,0,1,9/14/18,0,4,0,0,0,3,2,1,3
5663292593,11,11.3,1,1,0,0,33,1,0,10,0,0,0,8/18/14,0,8,0,0,0,3,3,2,3
6791947513,3,3.1,1,0,0,0,25,1,0,4,0,0,1,9/27/12,10/23/13,1,1,1.3,1,3,3,0,3
7726927943,12,12.1,2,0,0,0,40,1,0,17,0,0,2,7/20/18,0,4,0,0,0,2,1,2,4
7262848129,5,5.3,1,1,0,4,41,3,1,17,0,0,2,2/2/17,0,5,0,0,0,1,3,2,3
3898429024,4,4.1,1,0,0,0,36,1,0,20,0,0,2,4/18/12,0,10,0,0,0,4,3,10,3
2304502847,7,7.1,1,1,0,4,33,1,1,11,0,0,1,10/15/20,0,2,0,0,0,3,3,1,3
4009229144,5,5.1,1,0,0,0,38,1,0,6,0,0,2,3/13/15,0,7,0,0,0,3,2,2,3
4559271519,0,0.2,1,0,0,4,33,1,0,20,1,0,0,2/27/15,0,7,0,0,0,1,2,7,3
4422581426,12,12.1,2,0,0,0,30,1,0,6,0,0,2,9/12/12,0,10,0,0,0,1,3,1,3
8043778238,11,11.1,1,0,0,1,41,1,0,0,0,0,0,12/16/12,0,10,0,0,0,2,3,2,3
8560242425,10,10.3,1,1,0,0,61,2,0,6,1,0,1,7/28/21,0,1,0,0,0,4,3,0,3
5641604885,9,9.3,1,1,0,0,39,1,0,10,0,0,2,9/6/18,0,4,0,0,0,1,2,3,3
3322788387,7,7.3,0,0,0,0,23,1,1,17,1,0,2,2/14/15,0,7,0,0,0,3,3,2,3
3841313568,1,1.1,1,0,0,4,34,1,0,19,0,0,0,2/18/14,0,8,0,0,0,3,3,0,3
5670438910,8,8.2,2,0,0,0,37,1,0,8,1,0,2,2/11/17,0,5,0,0,0,3,3,1,3
8036961249,1,1.1,2,0,0,5,35,1,0,0,0,0,0,11/6/13,0,9,0,0,0,4,3,2,3
1507746679,8,8.1,1,1,0,0,26,2,0,4,1,0,1,12/17/21,0,1,0,0,0,4,3,0,3
4088773226,6,6.2,1,0,0,0,22,1,0,6,1,0,1,5/13/16,0,6,0,0,0,4,2,1,4
9988146788,9,9.2,2,1,0,0,26,1,1,17,1,0,2,2/21/20,0,2,0,0,0,3,4,2,3
4027900204,12,12.2,1,0,0,3,27,1,0,10,1,0,2,3/7/17,0,5,0,0,0,4,3,0,3
2310018612,4,4.1,1,1,0,0,27,1,0,17,0,0,0,12/8/14,0,8,0,0,0,4,3,1,3
630048313,4,4.1,2,0,0,0,27,1,0,8,0,0,1,9/11/15,0,7,0,0,0,2,1,2,3
2242473953,12,12.3,1,0,0,0,22,1,1,17,0,0,1,1/7/17,0,5,0,0,0,2,3,0,3
7944313594,6,6.3,0,1,0,3,26,1,0,15,0,0,1,10/1/15,10/17/17,2,1,1.3,1,3,3,1,4
7219743567,11,11.1,1,0,0,0,23,1,0,7,0,0,1,7/12/18,0,4,0,0,0,4,3,0,3
4384004106,8,8.3,1,1,0,0,27,1,0,7,0,0,0,6/12/16,0,6,0,0,0,1,3,0,3
971976204,4,4.1,1,1,0,0,25,1,0,2,0,0,0,10/30/19,0,3,0,0,0,4,3,0,3
6839505196,11,11.3,1,0,3,1,30,1,0,5,0,0,0,8/8/15,0,7,0,0,0,4,3,2,3
2797668250,6,6.1,1,0,3,0,31,1,0,2,0,0,2,8/10/16,0,6,0,0,0,3,3,0,3
4276978023,12,12.3,1,0,0,3,41,2,0,18,1,0,2,7/19/21,0,1,0,0,0,1,3,1,3
3044352736,11,11.3,2,0,0,0,35,1,1,17,0,0,1,2/9/20,3/12/21,1,1,1.2,1,1,3,2,3
7474380958,6,6.1,1,1,0,0,23,1,0,17,0,0,2,9/7/12,0,10,0,0,0,4,2,10,3
5942659307,6,6.3,0,0,0,0,25,2,0,9,0,0,2,1/3/17,1/30/18,1,1,1.4,1,4,4,1,3
9436089465,8,8.2,1,0,0,3,44,1,1,11,0,0,0,3/15/17,0,5,0,0,0,3,3,2,3
3423661437,3,3.3,1,1,0,0,38,1,1,11,0,0,1,1/2/15,0,8,0,0,0,4,2,0,3
1305794961,12,12.2,1,0,0,0,33,2,0,0,0,0,2,12/29/16,0,6,0,0,0,4,1,1,3
2228981678,6,6.3,1,0,0,0,26,1,1,11,0,0,2,6/22/20,0,2,0,0,0,2,3,2,3
3680874808,11,11.2,1,1,0,0,26,1,0,20,0,0,2,3/8/16,0,6,0,0,0,2,3,0,3
1425308714,4,4.1,1,0,0,0,31,2,0,8,0,0,1,5/21/18,0,4,0,0,0,3,2,1,3
1205282864,7,7.3,1,0,0,0,27,2,0,6,0,0,0,2/12/14,0,8,0,0,0,1,3,2,3
7078325529,4,4.2,1,1,0,0,23,1,0,14,0,0,1,10/27/12,0,10,0,0,0,3,3,10,3
5942974370,12,12.3,3,0,0,0,24,2,1,11,0,0,2,2/19/17,0,5,0,0,0,2,3,1,4
3963692010,5,5.3,1,0,0,0,34,1,1,17,0,0,2,6/1/20,0,2,0,0,0,3,3,2,3
9625175013,7,7.3,1,0,0,0,42,1,0,13,1,0,2,3/26/20,0,2,0,0,0,3,2,0,3
409629656,7,7.2,0,0,0,3,38,2,0,18,1,0,1,8/7/13,0,9,0,0,0,2,2,1,3
5491050395,4,4.1,1,0,0,1,33,2,0,12,0,0,0,11/24/16,0,6,0,0,0,1,2,2,3
9602229527,12,12.2,1,1,0,0,23,1,1,11,0,0,2,3/14/19,0,3,0,0,0,3,3,1,3
3210430671,7,7.2,2,0,0,0,40,2,0,7,0,0,2,4/8/13,0,9,0,0,0,4,3,1,3
9144957429,12,12.2,1,1,0,0,29,1,1,17,0,0,2,7/18/13,4/24/15,1,1,1.3,1,3,3,2,3
4552948373,11,11.1,1,0,4,0,31,1,0,18,0,0,0,12/24/19,0,3,0,0,0,3,3,2,3
3701761236,12,12.3,1,1,0,0,31,2,0,2,0,0,2,7/7/19,0,3,0,0,0,4,2,0,3
4829885523,0,0.2,0,1,0,0,63,1,0,3,1,0,2,5/20/15,3/9/17,1,1,1.4,1,1,4,2,3
3458280098,12,12.2,0,0,0,0,36,2,0,20,0,0,2,1/2/20,0,3,0,0,0,4,3,1,3
4941186568,5,5.1,1,0,0,0,31,1,1,11,1,0,2,7/24/15,0,7,0,0,0,4,3,1,3
2739673171,12,12.1,1,0,0,0,35,1,0,2,1,0,2,8/31/15,0,7,0,0,0,1,2,2,3
6827380667,8,8.3,0,0,0,0,37,1,1,17,0,0,2,2/4/14,0,8,0,0,0,1,3,0,4
2153107049,5,5.2,2,0,0,0,36,1,1,11,0,0,2,10/18/14,0,8,0,0,0,3,4,1,3
8381675929,6,6.1,1,0,0,0,58,1,0,8,1,0,1,4/4/15,0,7,0,0,0,1,2,2,3
5926465342,1,1.2,1,1,0,0,34,1,0,4,0,0,1,4/18/14,0,8,0,0,0,1,3,0,3
5657445752,6,6.3,1,0,0,0,39,1,0,14,0,0,2,9/14/19,0,3,0,0,0,1,2,2,3
9494805572,5,5.2,1,1,0,0,29,2,0,6,0,0,2,2/5/19,0,3,0,0,0,3,3,0,3
7291352102,11,11.2,1,0,0,3,28,2,0,2,0,0,1,10/30/14,0,8,0,0,0,3,2,0,3
841351191,8,8.1,2,1,0,3,38,2,0,3,1,0,2,1/12/21,0,1,0,0,0,4,3,1,4
2537793284,11,11.2,1,0,0,0,25,2,1,11,0,0,0,3/24/16,4/7/17,1,1,1.3,1,3,3,2,3
4143929638,11,11.2,1,0,0,0,29,1,1,11,1,0,0,5/14/18,0,4,0,0,0,2,3,2,3
8855479112,4,4.1,0,0,0,0,65,1,1,17,1,0,1,12/1/12,0,10,0,0,0,3,4,1,3
5575861150,7,7.2,1,1,0,0,33,2,0,18,0,0,0,8/23/12,0,10,0,0,0,1,3,2,3
4419438741,10,10.2,1,1,0,0,29,1,0,0,0,0,2,4/8/12,0,10,0,0,0,4,3,10,3
6349391738,5,5.3,1,0,0,0,25,1,0,14,0,0,2,11/11/17,0,5,0,0,0,1,3,1,4
8028367247,11,11.1,1,1,0,0,31,1,1,17,0,0,1,3/17/13,12/29/14,1,1,1.1,1,3,3,2,4
8371635605,12,12.2,1,0,0,1,31,0,1,17,0,0,2,5/26/21,8/26/21,0,1,1.3,1,3,2,0,3
4530054630,12,12.2,1,0,0,0,29,1,0,15,0,0,2,10/1/18,0,4,0,0,0,4,2,3,3
6176027365,1,1.2,1,0,0,0,30,1,0,8,0,0,0,12/16/15,0,7,0,0,0,4,3,2,3
2533628457,11,11.3,0,0,0,0,38,1,1,17,1,0,2,4/4/20,0,2,0,0,0,4,4,0,3
7269517978,6,6.1,1,1,0,2,39,1,0,5,0,0,0,6/18/18,7/14/19,1,1,1.3,1,3,2,1,4
6006241344,8,8.2,1,1,0,0,30,1,0,5,1,0,1,10/30/17,0,5,0,0,0,2,3,2,4
5242799873,7,7.2,2,0,0,0,35,1,0,1,0,0,1,5/12/19,0,3,0,0,0,1,3,1,3
4265539939,11,11.3,1,0,0,0,22,0,1,17,1,0,1,12/4/16,0,6,0,0,0,2,3,1,3
5839479389,6,6.3,1,1,0,0,27,1,0,12,1,0,0,8/12/18,0,4,0,0,0,3,3,0,3
8071381001,5,5.1,1,0,0,0,23,1,0,20,0,1,1,12/25/18,0,4,0,0,0,2,3,1,3
4458114455,12,12.3,1,0,0,0,27,1,0,15,0,0,2,12/27/16,0,6,0,0,0,4,3,1,3
9988968226,5,5.2,0,0,0,0,43,1,1,17,0,0,2,8/10/16,0,6,0,0,0,4,2,2,4
8652820129,0,0.2,3,0,0,0,33,2,1,17,0,0,2,1/16/13,0,9,0,0,0,3,3,9,3
9743876877,11,11.2,0,1,0,0,21,1,0,14,0,0,2,5/4/20,0,2,0,0,0,2,3,1,3
7666588458,11,11.1,2,0,0,1,26,1,0,13,0,0,0,9/29/17,0,5,0,0,0,3,3,2,3
7072067932,8,8.2,1,1,0,0,35,2,0,17,1,0,1,8/6/20,0,2,0,0,0,4,3,0,4
8682943325,6,6.3,1,0,0,0,45,1,0,7,1,0,2,4/11/21,0,1,0,0,0,2,2,1,3
9010323000,11,11.3,1,0,0,4,34,1,0,6,1,0,1,9/4/21,0,1,0,0,0,3,3,2,3
8106243653,11,11.3,1,0,0,0,30,1,0,7,1,0,2,10/6/14,0,8,0,0,0,2,3,0,3
187620871,11,11.3,2,0,0,0,33,1,0,20,1,0,2,8/6/20,12/10/20,0,1,1.3,1,1,3,1,3
2650586678,11,11.1,1,1,0,0,33,1,1,11,1,0,2,2/2/21,0,1,0,0,0,4,3,2,3
9093704368,12,12.3,2,0,0,0,23,3,1,5,1,0,2,4/6/21,5/26/21,0,1,1.4,1,3,4,0,3
861222705,12,12.3,1,0,0,3,26,1,0,2,0,0,2,8/4/19,0,3,0,0,0,2,4,2,3
933370002,0,0.2,1,0,0,4,28,1,0,7,0,0,0,1/14/12,12/14/13,1,1,1.4,1,2,2,2,3
6164591294,6,6.1,2,1,0,5,40,1,0,9,0,0,1,12/16/14,0,8,0,0,0,4,3,0,4
9817922228,3,3.3,1,1,0,0,33,1,0,8,0,0,2,8/30/21,0,1,0,0,0,4,3,1,3
6854812927,12,12.1,1,0,0,0,35,1,0,0,0,0,2,1/14/18,0,4,0,0,0,2,1,2,3
4259150354,3,3.1,1,0,0,0,24,1,0,16,0,0,2,5/22/14,0,8,0,0,0,4,3,0,3
8440007583,12,12.1,1,1,0,0,31,1,0,1,0,0,1,9/26/20,0,2,0,0,0,2,3,1,3
6107072721,5,5.2,1,1,0,1,27,1,1,17,1,0,2,6/27/13,0,9,0,0,0,3,2,2,3
291612756,10,10.1,1,0,0,0,35,1,0,10,1,0,2,9/27/15,0,7,0,0,0,2,2,7,3
2916113101,6,6.3,1,1,0,0,24,2,0,8,1,0,1,6/6/15,6/26/17,2,1,1.1,1,4,3,1,3
7548067465,4,4.3,0,1,0,3,31,1,0,8,0,0,1,11/6/20,0,2,0,0,0,4,2,2,3
6075391289,12,12.3,1,1,0,0,27,1,0,8,0,1,2,1/12/20,0,2,0,0,0,3,4,0,3
970623936,4,4.3,1,1,0,0,34,2,0,9,0,0,0,11/6/15,0,7,0,0,0,3,3,1,3
4549854048,9,9.3,2,0,0,0,38,1,0,14,0,1,2,8/23/17,0,5,0,0,0,3,3,2,3
6212474864,12,12.1,2,1,0,0,38,1,0,13,0,0,2,11/27/17,0,5,0,0,0,1,3,0,3
5235815178,12,12.3,1,0,0,0,28,1,1,5,0,0,2,3/31/18,0,4,0,0,0,4,3,3,3
1638268308,11,11.3,1,0,0,0,40,1,0,16,1,0,1,7/26/18,0,4,0,0,0,3,2,0,3
2628253965,1,1.3,1,0,0,0,32,1,0,13,0,0,1,5/22/16,0,6,0,0,0,4,3,0,3
9160319084,10,10.3,1,1,0,4,42,1,0,8,0,0,1,3/22/18,0,4,0,0,0,3,3,1,3
2846141576,6,6.2,1,1,0,0,36,3,0,17,0,0,2,7/25/18,8/22/20,2,1,1.3,1,3,2,2,4
5938018081,4,4.3,2,0,0,0,43,1,0,14,1,0,0,6/20/17,0,5,0,0,0,3,1,0,3
104398693,5,5.2,1,0,0,0,42,1,0,8,0,0,2,11/8/13,0,9,0,0,0,1,1,1,3
9861405033,12,12.2,1,1,0,0,35,1,0,1,1,0,2,11/18/13,0,9,0,0,0,3,2,2,3
9452810041,7,7.2,3,0,0,0,35,2,0,15,0,0,2,10/10/15,0,7,0,0,0,1,2,7,3
1068737929,3,3.3,1,0,0,3,43,2,0,14,0,0,2,2/12/12,11/20/12,0,1,1.3,1,1,4,1,3
497964008,4,4.1,1,0,0,0,40,1,1,17,0,0,2,1/16/16,0,6,0,0,0,3,3,2,3
6977809316,6,6.3,2,0,0,0,50,1,0,6,1,0,2,12/21/18,0,4,0,0,0,2,3,2,4
8468868007,8,8.2,1,1,0,0,34,2,0,13,0,0,0,3/5/20,0,2,0,0,0,4,2,1,3
8692264526,1,1.2,2,0,0,0,29,1,0,8,0,0,0,12/20/16,11/4/17,0,1,1.3,1,4,3,2,4
3731320766,3,3.3,1,0,0,3,40,1,1,11,0,0,2,9/21/15,0,7,0,0,0,3,3,7,3
4555461339,0,0.1,1,0,0,0,23,1,1,11,1,0,1,6/24/17,0,5,0,0,0,4,1,1,3
409650215,0,0.2,2,0,0,0,33,1,1,5,0,0,1,2/18/20,0,2,0,0,0,2,4,2,3
6108641798,8,8.3,1,0,0,0,40,1,0,2,1,0,0,5/21/12,2/27/14,1,1,1.3,1,1,3,0,4
3295019106,11,11.2,1,0,0,0,27,2,0,9,0,0,2,7/13/15,0,7,0,0,0,4,4,1,3
4052123241,11,11.3,0,0,0,0,40,1,0,10,0,0,2,3/2/14,0,8,0,0,0,3,2,2,3
2909247621,5,5.2,1,0,0,0,28,1,0,10,0,0,2,11/25/21,0,1,0,0,0,1,3,0,3
5887342783,6,6.3,1,0,0,5,28,1,1,11,0,0,0,3/24/12,0,10,0,0,0,1,3,1,3
4701791094,1,1.1,1,0,0,0,38,1,0,6,0,0,0,9/28/17,0,5,0,0,0,4,3,2,3
4658623806,8,8.2,1,1,0,0,35,2,0,2,0,0,1,2/4/18,0,4,0,0,0,1,3,3,4
1633958472,9,9.2,1,0,0,0,25,1,0,18,1,0,2,11/23/15,0,7,0,0,0,3,2,1,3
3087133131,1,1.1,2,1,0,3,34,1,0,17,0,0,2,5/28/16,0,6,0,0,0,4,2,2,3
5975865194,11,11.1,1,1,0,5,35,1,0,6,0,0,0,4/18/19,0,3,0,0,0,3,2,0,3
3313822667,10,10.3,2,0,0,0,29,1,1,11,0,0,2,11/17/20,0,2,0,0,0,3,3,1,3
4560614977,9,9.3,1,1,0,0,30,2,1,17,0,0,2,6/6/14,0,8,0,0,0,3,3,2,3
9663064631,4,4.1,0,0,0,0,43,1,0,12,0,0,2,8/22/20,0,2,0,0,0,4,2,0,3
1951175675,1,1.1,2,0,0,0,41,1,0,18,0,0,0,5/23/19,0,3,0,0,0,4,3,1,3
4464951762,7,7.1,1,1,0,0,29,1,1,11,1,0,2,5/8/12,0,10,0,0,0,1,3,2,4
293579828,7,7.3,2,1,0,0,40,1,0,3,0,0,2,11/9/14,0,8,0,0,0,3,3,0,3
8979775427,9,9.1,1,0,0,0,56,2,1,11,1,0,2,3/30/21,0,1,0,0,0,3,3,1,3
3301482371,0,0.1,2,1,0,0,30,1,0,16,0,0,0,11/11/15,0,7,0,0,0,1,1,2,3
2260147624,1,1.2,3,0,0,0,55,1,0,16,1,0,2,6/12/14,6/11/15,0,1,1.1,1,1,3,0,3
9656364280,8,8.3,1,1,0,0,25,1,0,20,1,0,0,4/21/18,0,4,0,0,0,2,3,0,3
5229955970,6,6.2,1,1,0,0,36,2,0,5,1,0,0,1/2/21,0,2,0,0,0,1,3,2,4
6598378761,0,0.2,1,1,0,0,30,1,0,9,0,0,0,11/23/20,0,2,0,0,0,1,3,0,3
2524624062,5,5.1,1,1,0,3,40,3,0,18,0,0,2,1/27/20,0,2,0,0,0,2,3,1,3
988705048,4,4.2,1,1,0,0,30,1,0,18,0,0,0,9/4/15,6/24/16,0,1,1.3,1,1,3,2,3
3698198283,8,8.2,1,0,0,0,25,1,0,15,0,1,1,3/26/18,0,4,0,0,0,2,1,1,3
1712432991,8,8.2,2,0,0,3,31,1,0,7,0,0,0,10/1/18,0,4,0,0,0,3,2,2,3
4612878430,6,6.1,1,0,0,5,39,1,0,20,0,0,2,2/23/21,0,1,0,0,0,3,3,2,3
3029435336,3,3.2,1,0,0,0,26,1,0,9,0,0,2,8/18/14,0,8,0,0,0,3,2,0,3
1914357141,11,11.2,1,0,0,3,39,1,0,4,0,0,2,5/12/12,2/15/13,0,1,1.3,1,4,3,1,4
9073669018,3,3.1,1,1,0,0,38,0,1,17,1,0,1,5/3/16,0,6,0,0,0,4,3,2,3
3315271244,9,9.1,2,1,0,0,37,1,0,18,1,0,2,3/12/20,0,2,0,0,0,4,2,0,3
9834077650,10,10.2,2,1,0,0,58,0,0,9,1,0,2,1/30/19,0,3,0,0,0,1,4,2,3
7093997606,6,6.3,1,0,0,0,29,2,0,14,0,0,1,10/30/12,0,10,0,0,0,4,3,2,3
294458370,3,3.1,1,1,0,0,29,3,0,1,0,0,2,7/31/12,0,10,0,0,0,2,3,10,4
9104545105,10,10.3,2,0,0,0,32,1,0,10,0,0,2,5/24/20,0,2,0,0,0,3,3,1,3
1968715748,12,12.3,1,1,0,0,33,1,1,17,0,0,2,8/30/14,0,8,0,0,0,1,3,2,4
5014851946,11,11.2,1,0,0,4,30,1,0,10,1,0,0,3/30/20,9/28/21,1,1,1.1,1,4,3,0,3
471195377,10,10.1,1,0,0,0,37,1,0,20,0,0,1,1/27/18,0,4,0,0,0,2,4,3,3
5617898892,8,8.2,2,1,0,0,38,1,1,17,0,0,0,1/1/20,11/5/21,1,1,1.1,1,4,3,2,3
5436006532,0,0.2,1,0,4,0,35,1,1,11,1,0,1,1/10/21,0,1,0,0,0,2,3,0,4
3755867320,11,11.2,1,1,0,0,60,1,1,17,1,0,1,3/14/17,0,5,0,0,0,1,3,1,3
1895372385,5,5.3,1,0,0,0,41,0,1,17,0,0,2,1/27/13,0,9,0,0,0,4,2,2,3
5650764041,12,12.3,1,1,0,0,21,1,1,17,0,0,2,9/11/15,0,7,0,0,0,1,2,7,3
491010422,6,6.2,1,1,0,0,26,1,0,18,0,1,2,5/20/12,0,10,0,0,0,3,1,1,3
477041826,3,3.3,1,0,0,0,25,1,0,1,1,0,0,9/24/13,0,9,0,0,0,4,3,2,3
9172658422,9,9.3,1,0,0,3,36,1,0,15,0,0,1,11/18/14,0,8,0,0,0,2,4,0,4
4183645308,1,1.1,1,0,0,0,27,2,0,16,1,0,0,7/19/15,0,7,0,0,0,4,3,1,3
3129479060,11,11.1,1,0,1,4,22,1,0,3,0,0,1,12/26/18,0,4,0,0,0,4,3,0,3
7862611402,11,11.1,1,0,0,0,36,1,0,0,0,0,0,8/20/15,0,7,0,0,0,1,2,7,3
3936308064,4,4.3,1,0,0,0,27,1,0,5,0,0,0,3/22/16,0,6,0,0,0,1,3,1,3
269321284,12,12.2,1,1,0,0,30,1,0,5,0,1,2,3/4/18,0,4,0,0,0,4,3,1,3
2476771104,0,0.2,1,0,0,0,33,1,1,11,0,0,1,9/10/14,0,8,0,0,0,4,3,0,3
1120836250,12,12.1,1,0,0,0,34,1,0,18,0,0,2,11/28/17,0,5,0,0,0,3,4,1,3
6630511380,0,0.2,3,0,0,3,30,1,1,5,0,0,2,2/11/21,0,1,0,0,0,2,2,2,3
6294108317,10,10.1,1,0,0,0,32,1,0,0,0,0,2,8/14/12,9/4/13,1,1,1.4,1,2,2,0,3
7558115023,4,4.1,1,0,0,0,44,1,0,10,0,0,1,9/15/16,0,6,0,0,0,3,3,1,3
2653285162,4,4.3,1,0,0,0,29,1,0,16,0,0,1,5/11/20,4/23/21,0,1,1.4,1,4,3,2,3
2221255630,4,4.1,0,1,0,0,32,1,1,11,0,0,1,11/9/12,0,10,0,0,0,4,4,10,3
621736093,9,9.2,1,0,0,4,26,1,0,1,0,0,2,8/8/19,0,3,0,0,0,4,2,0,3
3370693887,7,7.1,2,1,0,2,28,2,0,12,0,0,1,7/26/18,0,4,0,0,0,3,2,2,3
6639687537,1,1.2,1,0,0,0,21,3,0,0,0,0,0,3/4/17,0,5,0,0,0,2,3,0,3
2542008803,12,12.3,1,0,0,0,36,1,0,5,0,0,2,8/17/14,0,8,0,0,0,3,3,1,3
9896527401,5,5.2,1,0,0,0,27,1,0,10,0,0,2,12/3/20,0,2,0,0,0,4,3,2,3
2224374610,6,6.2,1,1,0,1,28,2,1,11,0,0,0,2/15/14,0,8,0,0,0,3,3,0,4
1145612320,12,12.1,1,0,0,3,31,1,1,5,0,0,2,7/14/14,0,8,0,0,0,4,3,1,3
3809774068,0,0.2,1,0,0,0,43,1,0,17,0,0,0,6/7/19,0,3,0,0,0,4,2,1,4
5200925851,4,4.1,1,0,0,0,42,1,0,17,0,0,1,9/30/17,0,5,0,0,0,2,3,0,3
1214333978,3,3.2,1,0,0,4,28,1,1,11,0,0,2,6/21/17,0,5,0,0,0,2,3,1,3
4064122448,0,0.2,2,1,0,1,36,2,0,13,0,0,0,5/27/15,0,7,0,0,0,3,1,2,4
6142178483,3,3.3,1,1,0,3,33,1,1,17,0,0,2,4/21/12,0,10,0,0,0,2,3,10,3
9526681855,12,12.2,1,0,0,4,35,1,0,5,0,0,0,12/12/17,0,5,0,0,0,1,3,1,3
961814928,7,7.2,2,0,0,0,31,1,0,0,0,0,1,4/10/15,0,7,0,0,0,2,2,2,4
6468618754,6,6.3,1,0,0,0,37,1,0,20,0,0,2,8/31/21,0,1,0,0,0,4,2,0,3
7131683468,12,12.3,1,0,2,0,26,1,0,5,0,0,1,1/4/12,0,11,0,0,0,2,4,1,3
8381732325,11,11.2,1,0,0,0,45,1,0,8,1,0,2,12/5/20,0,2,0,0,0,3,2,2,3
