employee_id,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,gender,sexual_orientation,race,age,education,location,location_city,marital_status,employment_status,salary,hire_date,term_date,years_of_service,term_type,term_reason,Employee Status
1633958472,9,9.2,9481633581,3448401754,5207980214,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,San Jose,Married,Full Time,89594,11/23/15,0,7,0,0,0
3087133131,1,1.1,6384586478,9657388599,12104572130,,Team Lead,Female,Heterosexual,Asian,34,Bachelor's degree,Remote,San Francisco,Single,Full Time,82248,5/28/16,0,6,0,0,0
5975865194,11,11.1,3877282292,1054097051,2169536929,12104572130,Individual Contributor,Female,Heterosexual,Native American,35,Bachelor's degree,Remote,Denver,Single,Full Time,58002,4/18/19,0,3,0,0,0
3313822667,10,10.3,9562660050,3792599203,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,109139,11/17/20,0,2,0,0,0
4560614977,9,9.3,2372871770,5793341199,5207980214,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Master's degree,On-site,San Francisco,Single,Full Time,92677,6/6/14,0,8,0,0,0
9663064631,4,4.1,8421163041,12104572130,,,Manager,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,New York,Single,Full Time,82588,8/22/20,0,2,0,0,0
1951175675,1,1.1,5719467697,9657388599,12104572130,,Team Lead,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,San Jose,Single,Full Time,57616,5/23/19,0,3,0,0,0
4464951762,7,7.1,9226251943,409629656,8488156355,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Married,Full Time,84585,5/8/12,0,10,0,0,0
293579828,7,7.3,5857782715,9452810041,12104572130,,Team Lead,Female,Heterosexual,Caucasian,40,Bachelor's degree,Remote,Chicago,Single,Full Time,85620,11/9/14,0,8,0,0,0
6806198137,4,4.3,7418359847,2874824995,12104572130,,Team Lead,Male,Heterosexual,Hispanic,28,Master's degree,On-site,San Francisco,Single,Full Time,54164,3/17/14,2/8/16,1,Involuntary,Performance,1
8979775427,9,9.1,4216091555,4035778101,4754231337,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,56,Master's degree,On-site,Los Angeles,Married,Full Time,85601,3/30/21,0,1,0,0,0
3301482371,0,0.1,8564371596,6497597529,12104572130,,Team Lead,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,San Diego,Single,Full Time,57686,11/11/15,0,7,0,0,0
2260147624,1,1.2,12104572130,,,,Director,Male,Heterosexual,Caucasian,55,Bachelor's degree,Remote,San Diego,Married,Full Time,84917,6/12/14,6/11/15,0,Voluntary,Better salary,1
9656364280,8,8.3,9111893546,1055062301,4284772434,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Washington DC,Married,Full Time,64933,4/21/18,0,4,0,0,0
5229955970,6,6.2,6725256317,3307450964,4092540016,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,36,Master's degree,Remote,Dallas,Married,Full Time,63882,1/2/21,0,2,0,0,0
6598378761,0,0.2,4837787854,8564371596,8199309593,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Indianapolis,Single,Full Time,58832,11/23/20,0,2,0,0,0
2524624062,5,5.1,5110366685,8584020002,2591261030,12104572130,Individual Contributor,Female,Heterosexual,Asian,40,None,Remote,San Jose,Single,Full Time,84778,1/27/20,0,2,0,0,0
988705048,4,4.2,9258459221,4930496475,302887809,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,San Jose,Single,Full Time,54719,9/4/15,6/24/16,0,Voluntary,Found a better opportunity,1
3698198283,8,8.2,7721761432,2036341103,584122183,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,San Antonio,Single,Contract,69713,3/26/18,0,4,0,0,0
1712432991,8,8.2,2036341103,3570683418,12104572130,,Team Lead,Male,Heterosexual,Asian,31,Bachelor's degree,Remote,Fort Worth,Single,Full Time,56701,10/1/18,0,4,0,0,0
4612878430,6,6.1,285196675,3901305303,1949400041,12104572130,Individual Contributor,Male,Heterosexual,Native American,39,Bachelor's degree,Remote,Washington DC,Single,Full Time,77997,2/23/21,0,1,0,0,0
3029435336,3,3.2,4627696602,4509773399,6641422960,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Indianapolis,Single,Full Time,80360,8/18/14,0,8,0,0,0
1914357141,11,11.2,8203750045,256717339,2169536929,12104572130,Individual Contributor,Male,Heterosexual,Asian,39,Bachelor's degree,Remote,Columbus,Single,Full Time,79113,5/12/12,2/15/13,0,Voluntary,Found a better opportunity,1
9073669018,3,3.1,7612459374,991135313,8988913174,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,38,Associate's degree,On-site,San Francisco,Married,Full Time,68628,5/3/16,0,6,0,0,0
3315271244,9,9.1,1616961292,2316448272,12104572130,,Team Lead,Female,Heterosexual,Caucasian,37,Bachelor's degree,Remote,San Jose,Married,Full Time,108669,3/12/20,0,2,0,0,0
9834077650,10,10.2,1672606048,9928084959,12104572130,,Team Lead,Female,Heterosexual,Caucasian,58,Associate's degree,Remote,Indianapolis,Married,Full Time,90121,1/30/19,0,3,0,0,0
7093997606,6,6.3,8236942363,1855812703,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Master's degree,Remote,Phoenix,Single,Full Time,76349,10/30/12,0,10,0,0,0
294458370,3,3.1,5683220301,3913723636,5400546882,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,29,None,Remote,Boston,Single,Full Time,87780,7/31/12,0,10,0,0,0
9104545105,10,10.3,5760565657,3792599203,12104572130,,Team Lead,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Jacksonville,Single,Full Time,88183,5/24/20,0,2,0,0,0
1968715748,12,12.3,4152298519,9798129566,6268712051,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,On-site,San Francisco,Single,Full Time,91462,8/30/14,0,8,0,0,0
5014851946,11,11.2,318067557,4776915593,4932459135,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,30,Bachelor's degree,Remote,Jacksonville,Married,Full Time,56507,3/30/20,9/28/21,1,Voluntary,Better salary,1
471195377,10,10.1,4114386212,1672606048,3792599203,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Washington DC,Single,Full Time,69329,1/27/18,0,4,0,0,0
1321952228,9,9.3,2316448272,12104572130,,,Manager,Male,Heterosexual,Caucasian,31,Bachelor's degree,On-site,Los Angeles,Single,Full Time,100661,7/4/16,7/17/18,2,Involuntary,Performance,1
5617898892,8,8.2,9130671650,584122183,12104572130,,Team Lead,Female,Heterosexual,Caucasian,38,Bachelor's degree,On-site,San Francisco,Single,Full Time,59087,1/1/20,11/5/21,1,Voluntary,Better salary,1
5436006532,0,0.2,6638215922,9402855720,8199309593,12104572130,Individual Contributor,Male,Other,Caucasian,35,Bachelor's degree,On-site,Los Angeles,Married,Full Time,71358,1/10/21,0,1,0,0,0
3755867320,11,11.2,318067557,2612461749,4098218245,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,60,Bachelor's degree,On-site,San Francisco,Married,Full Time,67866,3/14/17,0,5,0,0,0
1895372385,5,5.3,6916377962,7038178543,5930096966,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Associate's degree,On-site,San Francisco,Single,Full Time,111665,1/27/13,0,9,0,0,0
5650764041,12,12.3,5538377209,5705066913,3159687889,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,21,Bachelor's degree,On-site,San Francisco,Single,Full Time,106277,9/11/15,0,7,0,0,0
491010422,6,6.2,3894620932,5584969996,1949400041,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,San Jose,Single,Contract,91705,5/20/12,0,10,0,0,0
477041826,3,3.3,6736812713,6043081030,6641422960,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Boston,Married,Full Time,64043,9/24/13,0,9,0,0,0
9172658422,9,9.3,9481633581,1401239962,765808111,12104572130,Individual Contributor,Male,Heterosexual,Asian,36,Bachelor's degree,Remote,San Antonio,Single,Full Time,74771,11/18/14,0,8,0,0,0
4183645308,1,1.1,9191905228,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,27,Master's degree,Remote,San Diego,Married,Full Time,59631,7/19/15,0,7,0,0,0
3129479060,11,11.1,1423323651,4052123241,390131335,12104572130,Individual Contributor,Male,Gay,Hispanic,22,Bachelor's degree,Remote,Chicago,Single,Full Time,71597,12/26/18,0,4,0,0,0
7862611402,11,11.1,3088206689,81223024,8057668487,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Austin,Single,Full Time,66398,8/20/15,0,7,0,0,0
3936308064,4,4.3,1358690858,6684010679,8421163041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,27,Bachelor's degree,Remote,Dallas,Single,Full Time,61188,3/22/16,0,6,0,0,0
269321284,12,12.2,4719965456,2018169686,1091647106,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Dallas,Single,Contract,77738,3/4/18,0,4,0,0,0
2476771104,0,0.2,7862391428,1133455702,7922516714,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,On-site,Los Angeles,Single,Full Time,73571,9/10/14,0,8,0,0,0
1120836250,12,12.1,1819838159,1368787589,226422921,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Jose,Single,Full Time,96318,11/28/17,0,5,0,0,0
6630511380,0,0.2,12104572130,,,,Director,Male,Heterosexual,Asian,30,Bachelor's degree,On-site,Dallas,Single,Full Time,78195,2/11/21,0,1,0,0,0
6294108317,10,10.1,6635192943,9407514914,9928084959,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Austin,Single,Full Time,97831,8/14/12,9/4/13,1,Voluntary,More flexible benefits,1
7558115023,4,4.1,5980149977,5187621014,7870535481,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,44,Bachelor's degree,Remote,Jacksonville,Single,Full Time,77062,9/15/16,0,6,0,0,0
2653285162,4,4.3,3332512175,2771745961,302887809,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,San Diego,Single,Full Time,71790,5/11/20,4/23/21,0,Voluntary,More flexible benefits,1
2221255630,4,4.1,5940412697,12104572130,,,Manager,Female,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,71014,11/9/12,0,10,0,0,0
621736093,9,9.2,2196257370,4889803209,765808111,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,26,Bachelor's degree,Remote,Boston,Single,Full Time,88992,8/8/19,0,3,0,0,0
3370693887,7,7.1,1984223092,9452810041,12104572130,,Team Lead,Female,Heterosexual,Other,28,Master's degree,Remote,New York,Single,Full Time,75525,7/26/18,0,4,0,0,0
147829139,9,9.2,3448401754,2316448272,12104572130,,Team Lead,Male,Heterosexual,African American,27,Bachelor's degree,Remote,San Jose,Single,Full Time,68328,8/5/12,5/25/13,0,Involuntary,Company restructuring,1
6639687537,1,1.2,1721234950,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,21,None,Remote,Austin,Single,Full Time,56337,3/4/17,0,5,0,0,0
2542008803,12,12.3,7726927943,9488217779,9368442131,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Dallas,Single,Full Time,81038,8/17/14,0,8,0,0,0
9896527401,5,5.2,5884685211,3180541437,6102968019,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,27,Bachelor's degree,Remote,Jacksonville,Single,Full Time,111922,12/3/20,0,2,0,0,0
2224374610,6,6.2,6637306671,2282440500,9743222543,12104572130,Individual Contributor,Female,Heterosexual,African American,28,Master's degree,On-site,Los Angeles,Single,Full Time,55871,2/15/14,0,8,0,0,0
1145612320,12,12.1,1857304825,6851422667,5942974370,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,On-site,Dallas,Single,Full Time,101152,7/14/14,0,8,0,0,0
3809774068,0,0.2,8748580473,7066304704,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,San Francisco,Single,Full Time,62552,6/7/19,0,3,0,0,0
5200925851,4,4.1,6946836951,5146134789,7870535481,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,San Francisco,Single,Full Time,71157,9/30/17,0,5,0,0,0
1214333978,3,3.2,460923431,9882325408,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,28,Bachelor's degree,On-site,Los Angeles,Single,Full Time,77798,6/21/17,0,5,0,0,0
4064122448,0,0.2,2840761127,6630511380,12104572130,,Team Lead,Female,Heterosexual,African American,36,Master's degree,Remote,Philadelphia,Single,Full Time,63268,5/27/15,0,7,0,0,0
6142178483,3,3.3,7409078933,6711801205,5400546882,12104572130,Individual Contributor,Female,Heterosexual,Asian,33,Bachelor's degree,On-site,San Francisco,Single,Full Time,83670,4/21/12,0,10,0,0,0
9526681855,12,12.2,2061681263,9322200876,9195070758,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,35,Bachelor's degree,Remote,Dallas,Single,Full Time,65152,12/12/17,0,5,0,0,0
961814928,7,7.2,9107093688,1740357466,12104572130,,Team Lead,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Austin,Single,Full Time,77205,4/10/15,0,7,0,0,0
6468618754,6,6.3,3340504277,5584969996,4092540016,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Washington DC,Single,Full Time,80002,8/31/21,0,1,0,0,0
7131683468,12,12.3,3211861850,500369130,9451957864,12104572130,Individual Contributor,Male,Bisexual,Caucasian,26,Bachelor's degree,Remote,Dallas,Single,Full Time,76318,1/4/12,0,11,0,0,0
8381732325,11,11.2,8203750045,8983780137,4932459135,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,45,Bachelor's degree,Remote,Houston,Married,Full Time,81342,12/5/20,0,2,0,0,0
6030473922,4,4.3,2221255630,5940412697,12104572130,,Team Lead,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Washington DC,Married,Full Time,74447,8/9/17,0,5,0,0,0
5277803096,3,3.2,7329781480,991135313,8988913174,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,27,Master's degree,On-site,San Francisco,Married,Full Time,75591,4/24/17,0,5,0,0,0
3716478791,12,12.2,1423842945,2870084555,21007178,12104572130,Individual Contributor,Male,Heterosexual,Other,33,Bachelor's degree,On-site,Los Angeles,Single,Full Time,79532,11/29/20,0,2,0,0,0
1479633797,9,9.1,2372871770,1616961292,2316448272,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Phoenix,Single,Full Time,78748,3/1/16,0,6,0,0,0
2122267368,3,3.2,3049965686,4860054560,5312370235,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,40,Bachelor's degree,Remote,San Jose,Single,Full Time,66436,4/14/21,6/12/21,0,Voluntary,Career change,1
9062898493,5,5.2,4249218150,3180541437,2591261030,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,54,Bachelor's degree,Remote,Philadelphia,Married,Full Time,99177,5/20/20,0,2,0,0,0
5300922813,6,6.3,6725256317,6201562625,1949400041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Denver,Single,Full Time,84423,11/7/20,0,2,0,0,0
4454204290,12,12.3,719280514,9900405594,9195070758,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,22,Bachelor's degree,On-site,San Francisco,Single,Full Time,89370,2/7/21,0,1,0,0,0
1438686707,12,12.3,7069124836,637102865,259741855,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,On-site,San Francisco,Single,Full Time,91621,12/10/20,0,2,0,0,0
9928264779,12,12.2,7867526343,8910285795,5959242695,12104572130,Individual Contributor,Male,Heterosexual,Asian,35,Bachelor's degree,Remote,San Diego,Single,Full Time,75354,8/16/19,6/19/20,0,Voluntary,Found a better opportunity,1
5340051643,9,9.2,2717456864,4889803209,5207980214,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,40,Bachelor's degree,Remote,Philadelphia,Single,Full Time,81145,2/13/18,0,4,0,0,0
6447849934,6,6.2,7660291466,2884263685,9743222543,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Boston,Married,Full Time,73191,12/10/16,0,6,0,0,0
1115672554,11,11.1,5892065558,6002694929,2188325953,12104572130,Individual Contributor,Male,Heterosexual,Other,31,Bachelor's degree,Remote,Dallas,Single,Full Time,66641,3/15/20,0,2,0,0,0
9984138960,7,7.2,1927101441,5721091419,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Charlotte,Single,Full Time,87203,8/3/14,0,8,0,0,0
777903495,11,11.3,5989484952,9743876877,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Associate's degree,On-site,Los Angeles,Single,Full Time,72837,6/12/16,0,6,0,0,0
347911361,0,0.1,6216076748,7066304704,5419153998,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,San Francisco,Single,Full Time,69215,11/22/21,0,1,0,0,0
8434042007,12,12.1,4547308100,3458280098,1091647106,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,21,Bachelor's degree,Remote,Denver,Single,Full Time,89032,7/6/18,0,4,0,0,0
7207418583,6,6.3,3894620932,1351843841,4092540016,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Denver,Single,Full Time,90772,5/13/20,0,2,0,0,0
9031340079,12,12.3,4887419255,9798129566,2107182373,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,38,Master's degree,On-site,Los Angeles,Single,Full Time,73018,8/16/13,0,9,0,0,0
2879373964,6,6.1,7660291466,2884263685,9743222543,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Master's degree,Remote,New York,Single,Full Time,87000,9/4/18,0,4,0,0,0
1197229283,11,11.2,3350437227,2747567836,2188325953,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,Remote,Boston,Single,Full Time,60753,9/2/21,0,1,0,0,0
9347231177,5,5.3,3019821790,5945473723,2591261030,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Boston,Single,Full Time,103354,7/6/13,0,9,0,0,0
1449086419,7,7.2,2422532302,409629656,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,San Jose,Single,Full Time,76082,11/7/20,11/6/21,0,Voluntary,Career change,1
1468272736,12,12.3,7069124836,9281160388,1091647106,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,New York,Single,Full Time,88640,2/25/19,0,3,0,0,0
5267318679,4,4.1,8855479112,3315940256,12104572130,,Team Lead,Female,Heterosexual,Caucasian,30,Master's degree,On-site,Dallas,Single,Full Time,62865,2/26/21,0,1,0,0,0
248534502,11,11.1,6531988791,8141465627,8057668487,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,38,Bachelor's degree,On-site,Dallas,Single,Full Time,56414,5/11/18,2/27/19,0,Voluntary,Career change,1
5146134789,4,4.1,5940412697,12104572130,,,Manager,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Seattle,Married,Full Time,77583,12/26/17,0,5,0,0,0
770138866,0,0.1,8834412962,2865077277,6630511380,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,57,Master's degree,Remote,Houston,Married,Full Time,66357,8/25/17,0,5,0,0,0
175255021,4,4.1,2010047725,7971865728,5940412697,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Columbus,Single,Full Time,71959,10/31/18,0,4,0,0,0
2261704022,11,11.3,8885447946,4932459135,12104572130,,Team Lead,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Seattle,Single,Full Time,65417,12/23/19,0,3,0,0,0
1814824138,8,8.1,2061244656,1055062301,584122183,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,28,Bachelor's degree,Remote,San Jose,Single,Full Time,67675,5/12/15,0,7,0,0,0
9694868022,10,10.3,9562660050,3792599203,12104572130,,Team Lead,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Indianapolis,Single,Full Time,102649,7/3/17,0,5,0,0,0
8412275732,3,3.3,7504010968,12104572130,,,Manager,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Washington DC,Married,Full Time,89920,1/19/20,0,2,0,0,0
8764257022,9,9.3,7847079178,1401239962,2316448272,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Phoenix,Single,Full Time,97269,5/19/19,0,3,0,0,0
5916736457,5,5.1,2153107049,8897347455,6102968019,12104572130,Individual Contributor,Male,Heterosexual,Asian,23,Associate's degree,Remote,Charlotte,Married,Full Time,107422,7/2/15,0,7,0,0,0
6124858654,3,3.2,3703583476,3905225288,6022803528,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Associate's degree,Remote,Phoenix,Married,Contract,76990,10/20/21,0,1,0,0,0
102701579,7,7.2,934452372,1740357466,12104572130,,Team Lead,Male,Heterosexual,Caucasian,47,Bachelor's degree,Remote,Houston,Married,Full Time,95678,5/3/19,0,3,0,0,0
1801081050,12,12.2,708917092,5305237896,6372547560,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,27,Associate's degree,Remote,Chicago,Married,Full Time,101166,1/6/21,0,1,0,0,0
2675687812,4,4.1,8012519959,5187621014,5940412697,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,San Jose,Single,Full Time,64489,4/27/18,0,4,0,0,0
6362186621,6,6.1,3007781589,1855812703,1949400041,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,36,Bachelor's degree,Remote,San Diego,Single,Full Time,88613,11/30/21,0,1,0,0,0
5912294941,0,0.2,4064122448,2840761127,8199309593,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,47941,3/20/21,4/13/21,0,Voluntary,More flexible benefits,1
2281072810,8,8.2,1144778675,2036341103,822744718,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Columbus,Single,Full Time,59911,11/3/17,0,5,0,0,0
4606260682,12,12.1,3808094939,8277660536,9451957864,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,Remote,San Diego,Single,Full Time,106398,12/22/15,0,7,0,0,0
1674257891,3,3.1,3428885937,3225775822,12104572130,,Team Lead,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Denver,Married,Full Time,102999,5/24/15,0,7,0,0,0
6819989495,11,11.3,1985750865,6343662129,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Denver,Single,Full Time,69056,12/11/18,0,4,0,0,0
2076734946,11,11.3,6284193546,4618795010,3664844848,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,56,Bachelor's degree,Remote,Seattle,Married,Full Time,75363,10/29/18,0,4,0,0,0
4779992163,12,12.2,683198210,9798129566,7708606215,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,21,Bachelor's degree,Remote,Columbus,Single,Full Time,94645,11/22/12,11/8/14,1,Voluntary,Found a better opportunity,1
292754185,3,3.2,135888623,4860054560,8996729135,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,35,Bachelor's degree,Remote,San Diego,Single,Full Time,82748,4/12/14,0,8,0,0,0
107304873,11,11.2,3877282292,7246033069,8057668487,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,On-site,San Francisco,Single,Full Time,62734,1/10/19,0,3,0,0,0
6568233708,11,11.1,5898696889,4776915593,2188325953,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Chicago,Single,Full Time,60892,12/18/14,0,8,0,0,0
2755796379,7,7.3,5601740404,9107093688,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Asian,49,Bachelor's degree,On-site,Dallas,Married,Contract,79027,6/4/20,0,2,0,0,0
1880475512,10,10.3,4363135469,5661678441,9928084959,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,San Francisco,Married,Full Time,95366,10/18/21,11/29/21,0,Voluntary,Better salary,1
7102866990,6,6.2,796361013,4790098732,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,On-site,San Francisco,Single,Full Time,67576,12/11/17,0,5,0,0,0
7411781974,6,6.2,9743222543,12104572130,,,Manager,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Washington DC,Married,Full Time,90337,11/23/20,0,2,0,0,0
8546539771,12,12.1,1097818055,5254944830,12104572130,,Team Lead,Male,Heterosexual,Caucasian,52,Bachelor's degree,Remote,Dallas,Married,Full Time,86339,11/6/15,0,7,0,0,0
7496509791,12,12.2,6268712051,12104572130,,,Manager,Male,Heterosexual,Caucasian,23,Bachelor's degree,Remote,Phoenix,Single,Full Time,111327,3/2/13,0,9,0,0,0
801592367,0,0.2,7418810062,1133455702,1055389029,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Jacksonville,Single,Full Time,75874,6/6/15,0,7,0,0,0
1616930251,12,12.3,3228223998,3232398563,5254944830,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Philadelphia,Single,Full Time,78388,4/6/13,1/23/14,0,Voluntary,More flexible benefits,1
9955409649,9,9.3,2717456864,1616961292,5207980214,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Austin,Single,Full Time,94294,4/20/14,0,8,0,0,0
760681758,11,11.2,692526841,8885447946,2169536929,12104572130,Individual Contributor,Female,Heterosexual,Native American,21,Bachelor's degree,Remote,Boston,Married,Full Time,54273,2/14/14,0,8,0,0,0
2685073738,7,7.1,9979160096,2350609054,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,47,Bachelor's degree,Remote,San Jose,Married,Full Time,80437,10/28/21,0,1,0,0,0
3025681097,0,0.2,210504182,7117669516,3373364129,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Indianapolis,Single,Full Time,70691,5/5/21,0,1,0,0,0
5168179097,11,11.3,6284193546,1054097051,5701309242,12104572130,Individual Contributor,Male,Heterosexual,Other,27,Bachelor's degree,Remote,San Francisco,Single,Full Time,72681,1/30/16,0,6,0,0,0
3218013760,9,9.2,2372871770,3438576425,4754231337,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Houston,Single,Full Time,82106,1/16/12,0,10,0,0,0
6123517755,12,12.1,5305237896,6372547560,12104572130,,Team Lead,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Denver,Married,Full Time,87103,3/29/12,0,10,0,0,0
3350437227,11,11.3,9588662057,1074347333,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Washington DC,Married,Full Time,72034,6/3/16,0,6,0,0,0
