employee_id,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,gender,sexual_orientation,race,age,education,location,location_city,marital_status,employment_status,salary,hire_date,term_date,tenure,term_type,term_reason,active_status
6639687537,Customer Service,Customer Support,1721234950,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,21,None,Remote,Austin,Single,Full Time,56337,3/4/17,,72,,,1
2542008803,Software,Technical Support,7726927943,9488217779,9368442131,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Dallas,Single,Full Time,81038,8/17/14,,103,,,1
9896527401,Legal,Intellectual Property,5884685211,3180541437,6102968019,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,27,Bachelor's degree,Remote,Jacksonville,Single,Full Time,111922,12/3/20,,26,,,1
2224374610,Marketing,Marketing Research,6637306671,2282440500,9743222543,12104572130,Individual Contributor,Female,Heterosexual,African American,28,Master's degree,On-site,Los Angeles,Single,Full Time,55871,2/15/14,,109,,,1
1145612320,Software,QA,1857304825,6851422667,5942974370,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,On-site,Dallas,Single,Full Time,101152,7/14/14,,104,,,1
3809774068,Administration,Travel,8748580473,7066304704,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,San Francisco,Single,Full Time,62552,6/7/19,,44,,,1
5200925851,HR,Benefits,6946836951,5146134789,7870535481,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,San Francisco,Single,Full Time,71157,9/30/17,,65,,,1
1214333978,Finance,Auditing,460923431,9882325408,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,28,Bachelor's degree,On-site,Los Angeles,Single,Full Time,77798,6/21/17,,68,,,1
4064122448,Administration,Travel,2840761127,6630511380,12104572130,,Team Lead,Female,Heterosexual,African American,36,Master's degree,Remote,Philadelphia,Single,Full Time,63268,5/27/15,,93,,,1
6142178483,Finance,Financial Planning,7409078933,6711801205,5400546882,12104572130,Individual Contributor,Female,Heterosexual,Asian,33,Bachelor's degree,On-site,San Francisco,Single,Full Time,83670,4/21/12,,131,,,1
9526681855,Software,Software Development,2061681263,9322200876,9195070758,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,35,Bachelor's degree,Remote,Dallas,Single,Full Time,65152,12/12/17,,62,,,1
961814928,Operations,Project Management,9107093688,1740357466,12104572130,,Team Lead,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Austin,Single,Full Time,77205,4/10/15,,95,,,1
6468618754,Marketing,Public Relations,3340504277,5584969996,4092540016,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Washington DC,Single,Full Time,80002,8/31/21,,17,,,1
7131683468,Software,Technical Support,3211861850,500369130,9451957864,12104572130,Individual Contributor,Male,Bisexual,Caucasian,26,Bachelor's degree,Remote,Dallas,Single,Full Time,76318,1/4/12,,135,,,1
8381732325,Sales,Business Development,8203750045,8983780137,4932459135,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,45,Bachelor's degree,Remote,Houston,Married,Full Time,81342,12/5/20,,26,,,1
6030473922,HR,Training,2221255630,5940412697,12104572130,,Team Lead,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Washington DC,Married,Full Time,74447,8/9/17,,66,,,1
5277803096,Finance,Auditing,7329781480,991135313,8988913174,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,27,Master's degree,On-site,San Francisco,Married,Full Time,75591,4/24/17,,70,,,1
3716478791,Software,Software Development,1423842945,2870084555,21007178,12104572130,Individual Contributor,Male,Heterosexual,Other,33,Bachelor's degree,On-site,Los Angeles,Single,Full Time,79532,11/29/20,,26,,,1
1479633797,Product Development,Product Management,2372871770,1616961292,2316448272,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Phoenix,Single,Full Time,78748,3/1/16,,84,,,1
2122267368,Finance,Auditing,3049965686,4860054560,5312370235,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,40,Bachelor's degree,Remote,San Jose,Single,Full Time,66436,4/14/21,6/12/21,2,Voluntary,Career change,0
9062898493,Legal,Intellectual Property,4249218150,3180541437,2591261030,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,54,Bachelor's degree,Remote,Philadelphia,Married,Full Time,99177,5/20/20,,33,,,1
5300922813,Marketing,Public Relations,6725256317,6201562625,1949400041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Denver,Single,Full Time,84423,11/7/20,,27,,,1
4454204290,Software,Technical Support,719280514,9900405594,9195070758,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,22,Bachelor's degree,On-site,San Francisco,Single,Full Time,89370,2/7/21,,24,,,1
1438686707,Software,Technical Support,7069124836,637102865,259741855,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,On-site,San Francisco,Single,Full Time,91621,12/10/20,,26,,,1
9928264779,Software,Software Development,7867526343,8910285795,5959242695,12104572130,Individual Contributor,Male,Heterosexual,Asian,35,Bachelor's degree,Remote,San Diego,Single,Full Time,75354,8/16/19,6/19/20,10,Voluntary,Found a better opportunity,0
5340051643,Product Development,Product Marketing,2717456864,4889803209,5207980214,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,40,Bachelor's degree,Remote,Philadelphia,Single,Full Time,81145,2/13/18,,60,,,1
6447849934,Marketing,Marketing Research,7660291466,2884263685,9743222543,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Boston,Married,Full Time,73191,12/10/16,,75,,,1
1115672554,Sales,Account Management,5892065558,6002694929,2188325953,12104572130,Individual Contributor,Male,Heterosexual,Other,31,Bachelor's degree,Remote,Dallas,Single,Full Time,66641,3/15/20,,35,,,1
9984138960,Operations,Project Management,1927101441,5721091419,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Charlotte,Single,Full Time,87203,8/3/14,,103,,,1
777903495,Sales,Sales Operations,5989484952,9743876877,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Associate's degree,On-site,Los Angeles,Single,Full Time,72837,6/12/16,,81,,,1
347911361,Administration,Executive Assistants,6216076748,7066304704,5419153998,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,San Francisco,Single,Full Time,69215,11/22/21,,14,,,1
8434042007,Software,QA,4547308100,3458280098,1091647106,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,21,Bachelor's degree,Remote,Denver,Single,Full Time,89032,7/6/18,,55,,,1
7207418583,Marketing,Public Relations,3894620932,1351843841,4092540016,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Denver,Single,Full Time,90772,5/13/20,,33,,,1
9031340079,Software,Technical Support,4887419255,9798129566,2107182373,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,38,Master's degree,On-site,Los Angeles,Single,Full Time,73018,8/16/13,,115,,,1
2879373964,Marketing,Advertising,7660291466,2884263685,9743222543,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Master's degree,Remote,New York,Single,Full Time,87000,9/4/18,,53,,,1
1197229283,Sales,Business Development,3350437227,2747567836,2188325953,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,Remote,Boston,Single,Full Time,60753,9/2/21,,17,,,1
9347231177,Legal,Litigation,3019821790,5945473723,2591261030,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Boston,Single,Full Time,103354,7/6/13,,116,,,1
1449086419,Operations,Project Management,2422532302,409629656,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,San Jose,Single,Full Time,76082,11/7/20,11/6/21,12,Voluntary,Career change,0
1468272736,Software,Technical Support,7069124836,9281160388,1091647106,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,New York,Single,Full Time,88640,2/25/19,,48,,,1
5267318679,HR,Benefits,8855479112,3315940256,12104572130,,Team Lead,Female,Heterosexual,Caucasian,30,Master's degree,On-site,Dallas,Single,Full Time,62865,2/26/21,,23,,,1
248534502,Sales,Account Management,6531988791,8141465627,8057668487,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,38,Bachelor's degree,On-site,Dallas,Single,Full Time,56414,5/11/18,2/27/19,10,Voluntary,Career change,0
5146134789,HR,Benefits,5940412697,12104572130,,,Manager,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Seattle,Married,Full Time,77583,12/26/17,,62,,,1
770138866,Administration,Executive Assistants,8834412962,2865077277,6630511380,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,57,Master's degree,Remote,Houston,Married,Full Time,66357,8/25/17,,66,,,1
175255021,HR,Benefits,2010047725,7971865728,5940412697,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Columbus,Single,Full Time,71959,10/31/18,,52,,,1
2261704022,Sales,Sales Operations,8885447946,4932459135,12104572130,,Team Lead,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Seattle,Single,Full Time,65417,12/23/19,,38,,,1
1814824138,Procurement,Procurement,2061244656,1055062301,584122183,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,28,Bachelor's degree,Remote,San Jose,Single,Full Time,67675,5/12/15,,94,,,1
9694868022,R&D,Research,9562660050,3792599203,12104572130,,Team Lead,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Indianapolis,Single,Full Time,102649,7/3/17,,68,,,1
8412275732,Finance,Financial Planning,7504010968,12104572130,,,Manager,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Washington DC,Married,Full Time,89920,1/19/20,,37,,,1
8764257022,Product Development,Project Management,7847079178,1401239962,2316448272,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Phoenix,Single,Full Time,97269,5/19/19,,45,,,1
5916736457,Legal,Corporate Law,2153107049,8897347455,6102968019,12104572130,Individual Contributor,Male,Heterosexual,Asian,23,Associate's degree,Remote,Charlotte,Married,Full Time,107422,7/2/15,,92,,,1
6124858654,Finance,Auditing,3703583476,3905225288,6022803528,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Associate's degree,Remote,Phoenix,Married,Contract,76990,10/20/21,,15,,,1
102701579,Operations,Project Management,934452372,1740357466,12104572130,,Team Lead,Male,Heterosexual,Caucasian,47,Bachelor's degree,Remote,Houston,Married,Full Time,95678,5/3/19,,45,,,1
1801081050,Software,Software Development,708917092,5305237896,6372547560,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,27,Associate's degree,Remote,Chicago,Married,Full Time,101166,1/6/21,,25,,,1
2675687812,HR,Benefits,8012519959,5187621014,5940412697,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,San Jose,Single,Full Time,64489,4/27/18,,58,,,1
6362186621,Marketing,Advertising,3007781589,1855812703,1949400041,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,36,Bachelor's degree,Remote,San Diego,Single,Full Time,88613,11/30/21,,14,,,1
5912294941,Administration,Travel,4064122448,2840761127,8199309593,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,47941,3/20/21,4/13/21,1,Voluntary,More flexible benefits,0
2281072810,Procurement,Supply Chain,1144778675,2036341103,822744718,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,Columbus,Single,Full Time,59911,11/3/17,,64,,,1
4606260682,Software,QA,3808094939,8277660536,9451957864,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,Remote,San Diego,Single,Full Time,106398,12/22/15,,86,,,1
1674257891,Finance,Accounting,3428885937,3225775822,12104572130,,Team Lead,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Denver,Married,Full Time,102999,5/24/15,,93,,,1
6819989495,Sales,Sales Operations,1985750865,6343662129,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Denver,Single,Full Time,69056,12/11/18,,50,,,1
2076734946,Sales,Sales Operations,6284193546,4618795010,3664844848,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,56,Bachelor's degree,Remote,Seattle,Married,Full Time,75363,10/29/18,,52,,,1
4779992163,Software,Software Development,683198210,9798129566,7708606215,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,21,Bachelor's degree,Remote,Columbus,Single,Full Time,94645,11/22/12,11/8/14,24,Voluntary,Found a better opportunity,0
292754185,Finance,Auditing,135888623,4860054560,8996729135,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,35,Bachelor's degree,Remote,San Diego,Single,Full Time,82748,4/12/14,,107,,,1
107304873,Sales,Business Development,3877282292,7246033069,8057668487,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,On-site,San Francisco,Single,Full Time,62734,1/10/19,,49,,,1
6568233708,Sales,Account Management,5898696889,4776915593,2188325953,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Chicago,Single,Full Time,60892,12/18/14,,99,,,1
2755796379,Operations,Supply Chain,5601740404,9107093688,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Asian,49,Bachelor's degree,On-site,Dallas,Married,Contract,79027,6/4/20,,32,,,1
1880475512,R&D,Research,4363135469,5661678441,9928084959,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,San Francisco,Married,Full Time,95366,10/18/21,11/29/21,1,Voluntary,Better salary,0
7102866990,Marketing,Marketing Research,796361013,4790098732,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,On-site,San Francisco,Single,Full Time,67576,12/11/17,,62,,,1
7411781974,Marketing,Marketing Research,9743222543,12104572130,,,Manager,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Washington DC,Married,Full Time,90337,11/23/20,,26,,,1
8546539771,Software,QA,1097818055,5254944830,12104572130,,Team Lead,Male,Heterosexual,Caucasian,52,Bachelor's degree,Remote,Dallas,Married,Full Time,86339,11/6/15,,88,,,1
7496509791,Software,Software Development,6268712051,12104572130,,,Manager,Male,Heterosexual,Caucasian,23,Bachelor's degree,Remote,Phoenix,Single,Full Time,111327,3/2/13,,121,,,1
801592367,Administration,Facilities,7418810062,1133455702,1055389029,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Jacksonville,Single,Full Time,75874,6/6/15,,93,,,1
1616930251,Software,Technical Support,3228223998,3232398563,5254944830,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Philadelphia,Single,Full Time,78388,4/6/13,1/23/14,10,Voluntary,More flexible benefits,0
9955409649,Product Development,Project Management,2717456864,1616961292,5207980214,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Austin,Single,Full Time,94294,4/20/14,,107,,,1
760681758,Sales,Business Development,692526841,8885447946,2169536929,12104572130,Individual Contributor,Female,Heterosexual,Native American,21,Bachelor's degree,Remote,Boston,Married,Full Time,54273,2/14/14,,109,,,1
2685073738,Operations,Logistics,9979160096,2350609054,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,47,Bachelor's degree,Remote,San Jose,Married,Full Time,80437,10/28/21,,15,,,1
3025681097,Administration,Facilities,210504182,7117669516,3373364129,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Indianapolis,Single,Full Time,70691,5/5/21,,21,,,1
5168179097,Sales,Sales Operations,6284193546,1054097051,5701309242,12104572130,Individual Contributor,Male,Heterosexual,Other,27,Bachelor's degree,Remote,San Francisco,Single,Full Time,72681,1/30/16,,85,,,1
3218013760,Product Development,Product Marketing,2372871770,3438576425,4754231337,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Houston,Single,Full Time,82106,1/16/12,,134,,,1
6123517755,Software,QA,5305237896,6372547560,12104572130,,Team Lead,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Denver,Married,Full Time,87103,3/29/12,,132,,,1
3350437227,Sales,Sales Operations,9588662057,1074347333,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Washington DC,Married,Full Time,72034,6/3/16,,81,,,1
4399616029,Finance,Auditing,7612459374,8876294130,4691268378,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,51,Bachelor's degree,On-site,Los Angeles,Married,Full Time,71945,5/16/13,,118,,,1
5996672506,Product Development,Product Management,2316448272,12104572130,,,Manager,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Philadelphia,Single,Full Time,103227,8/5/12,,128,,,1
5466398513,HR,Training,8248208827,8855479112,7870535481,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Columbus,Single,Full Time,65620,5/3/16,,82,,,1
1463214706,Software,QA,683198210,399958811,6372547560,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,San Jose,Single,Full Time,99494,8/3/14,,103,,,1
7485506275,Software,Software Development,198705652,2018169686,6372547560,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,23,Master's degree,Remote,Jacksonville,Single,Full Time,90895,1/3/15,,98,,,1
390131335,Sales,Sales Operations,12104572130,,,,Director,Male,Heterosexual,Other,22,Associate's degree,Remote,Jacksonville,Single,Full Time,97252,5/23/17,,69,,,1
5082462516,Sales,Business Development,3088206689,1147520789,8057668487,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Boston,Single,Full Time,77400,6/8/14,,105,,,1
6273085856,Legal,Intellectual Property,3506070575,2591261030,12104572130,,Team Lead,Female,Heterosexual,Asian,27,Bachelor's degree,Remote,San Diego,Single,Full Time,100202,1/2/18,,62,,,1
6490750184,Operations,Project Management,4729374587,3966372359,9843016922,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,51,Bachelor's degree,Remote,New York,Married,Full Time,80604,8/12/18,,54,,,1
7221275824,Procurement,Supply Chain,5226775059,2942515027,4284772434,12104572130,Individual Contributor,Male,Heterosexual,Other,39,Bachelor's degree,Remote,Charlotte,Single,Full Time,63633,3/20/20,,35,,,1
3732458722,Finance,Accounting,7409078933,3428885937,7504010968,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,On-site,Los Angeles,Single,Full Time,92925,4/13/20,,34,,,1
1990112644,Sales,Sales Operations,3052563332,4618795010,5701309242,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,23,Bachelor's degree,Remote,San Diego,Married,Full Time,86956,12/2/21,,14,,,1
7447920378,R&D,Prototyping,1643798800,44493250,3314524903,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,26,Master's degree,On-site,San Francisco,Single,Full Time,88036,3/9/14,3/29/16,25,Involuntary,Performance,0
2592677207,Legal,Litigation,5747843646,9853910653,2591261030,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Francisco,Single,Full Time,101090,11/5/16,,76,,,1
4537024816,Software,Technical Support,3899613071,1583872264,259741855,12104572130,Individual Contributor,Male,Bisexual,Caucasian,44,Bachelor's degree,Remote,New York,Single,Full Time,105755,10/11/17,,64,,,1
8662450411,Marketing,Public Relations,6977809316,1351843841,9743222543,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,42,Master's degree,Remote,Charlotte,Single,Full Time,89991,11/16/16,10/24/18,24,Voluntary,Better salary,0
9952342498,Software,Software Development,6279119392,2107182373,12104572130,,Team Lead,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Phoenix,Married,Full Time,95363,5/13/18,,57,,,1
6582587652,Software,QA,4719965456,399958811,9368442131,12104572130,Individual Contributor,Female,Heterosexual,Asian,21,Bachelor's degree,Remote,San Antonio,Single,Full Time,83911,10/16/20,12/9/20,2,Voluntary,Found a better opportunity,0
3142852362,Sales,Sales Operations,12104572130,,,,Director,Male,Heterosexual,Caucasian,41,Bachelor's degree,On-site,San Francisco,Single,Full Time,96675,5/5/15,,94,,,1
7230934536,Marketing,Advertising,7066567678,8006539791,1949400041,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Denver,Single,Full Time,87522,12/1/13,,111,,,1
4713077704,Finance,Auditing,8890945608,3371162925,3225775822,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,Remote,Houston,Single,Full Time,78426,11/24/19,,39,,,1
3784100768,Finance,Auditing,7396879268,3615825420,12104572130,,Team Lead,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Washington DC,Single,Full Time,95746,1/2/12,,135,,,1
8470544413,Sales,Sales Operations,2747567836,2188325953,12104572130,,Team Lead,Male,Heterosexual,Caucasian,27,Bachelor's degree,Remote,San Antonio,Single,Full Time,93150,12/5/21,1/16/22,1,Voluntary,More flexible benefits,0
3154133190,Operations,Project Management,1689927080,8488156355,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Austin,Single,Full Time,84256,1/8/21,,25,,,1
9816239711,Software,Software Development,2099130087,4246658747,9451957864,12104572130,Individual Contributor,Female,Heterosexual,African American,26,Bachelor's degree,Remote,Columbus,Single,Full Time,74169,1/29/16,,85,,,1
2771745961,HR,Benefits,302887809,12104572130,,,Manager,Female,Heterosexual,Caucasian,27,Bachelor's degree,Remote,Indianapolis,Single,Full Time,92684,10/15/15,,89,,,1
9851364477,Procurement,Supply Chain,3410391274,1183939979,822744718,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,36,Bachelor's degree,On-site,Los Angeles,Single,Full Time,66847,12/1/17,,63,,,1
6853086591,Product Development,Product Marketing,2388762947,3448401754,5207980214,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,25,Associate's degree,Remote,Seattle,Single,Full Time,67065,12/20/18,,50,,,1
8082562285,Finance,Financial Planning,460923431,4077713505,8996729135,12104572130,Individual Contributor,Male,Heterosexual,Other,35,Bachelor's degree,Remote,Chicago,Single,Full Time,57796,6/4/15,,93,,,1
6843610689,Sales,Business Development,2533628457,1074347333,12104572130,,Team Lead,Female,Heterosexual,Asian,37,Bachelor's degree,Remote,Philadelphia,Married,Full Time,68278,6/8/15,,93,,,1
1391545448,Software,QA,2062979446,9281160388,9195070758,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Associate's degree,Remote,San Antonio,Single,Full Time,104593,5/29/17,,69,,,1
9129426265,Sales,Account Management,5608227969,2305445429,4098218245,12104572130,Individual Contributor,Female,Heterosexual,African American,31,Associate's degree,Remote,Houston,Single,Full Time,69628,9/4/16,,78,,,1
8929574696,Legal,Intellectual Property,3506070575,6102968019,12104572130,,Team Lead,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Austin,Married,Full Time,121443,1/1/12,11/13/12,11,Voluntary,Better salary,0
6940506889,Product Development,Product Marketing,4549854048,4889803209,4754231337,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Philadelphia,Single,Full Time,76314,1/10/13,,122,,,1
1248416859,Software,Technical Support,1646714686,6279119392,9451957864,12104572130,Individual Contributor,Female,Heterosexual,Hispanic,63,Bachelor's degree,Remote,San Jose,Married,Full Time,74477,7/27/13,,116,,,1
8315224218,Sales,Account Management,1423323651,4776915593,4932459135,12104572130,Individual Contributor,Male,Heterosexual,African American,33,Bachelor's degree,Remote,San Diego,Single,Full Time,52663,2/6/12,,134,,,1
4831153718,Customer Service,Account Management,8036961249,8237113481,9657388599,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,38,Bachelor's degree,On-site,San Francisco,Married,Full Time,68817,10/4/21,,16,,,1
4167242155,Sales,Business Development,2533628457,390131335,12104572130,,Team Lead,Female,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Boston,Single,Full Time,86836,7/7/16,,80,,,1
3615825420,Finance,Financial Planning,12104572130,,,,Director,Male,Heterosexual,Caucasian,50,Master's degree,Remote,Phoenix,Married,Full Time,100656,9/26/13,,114,,,1
4944987124,Sales,Sales Operations,318067557,1217153229,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Los Angeles,Married,Full Time,79494,7/21/12,,128,,,1
1020700787,Product Development,Product Management,2388762947,7048513680,4754231337,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Washington DC,Married,Full Time,67045,6/5/20,,32,,,1
4001569868,Sales,Business Development,415166642,3252603214,390131335,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,23,None,Remote,Chicago,Single,Full Time,68033,4/15/21,,22,,,1
489809093,Marketing,Advertising,6637306671,5584969996,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,27,Bachelor's degree,Remote,Austin,Single,Full Time,69444,12/13/16,,74,,,1
1489527284,Finance,Financial Planning,6736812713,3428885937,3615825420,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Fort Worth,Single,Full Time,70725,8/10/15,,91,,,1
959878590,Customer Service,Account Management,2491385131,5719467697,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Washington DC,Single,Full Time,72025,10/18/14,,101,,,1
4057075270,Marketing,Public Relations,4092540016,12104572130,,,Manager,Male,Heterosexual,Native American,57,Bachelor's degree,Remote,Dallas,Married,Contract,88614,5/24/18,,57,,,1
6892342257,Operations,Project Management,5173227945,8326227722,1740357466,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Associate's degree,Remote,Boston,Married,Full Time,86172,11/24/20,,26,,,1
5031018953,Administration,Executive Assistants,1354474911,7117669516,6497597529,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,On-site,Dallas,Single,Full Time,75075,12/28/15,,86,,,1
3227709939,Software,QA,777501422,3331241071,6268712051,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Associate's degree,Remote,Indianapolis,Married,Full Time,84326,8/3/21,,18,,,1
1279524452,Operations,Project Management,5011019034,340589918,8375539146,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Charlotte,Single,Full Time,83670,11/24/19,,39,,,1
2846470904,Sales,Account Management,6531988791,1147520789,8057668487,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Indianapolis,Single,Full Time,66076,7/21/15,,92,,,1
6651792835,Marketing,Marketing Research,4139530195,1855812703,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,54,Bachelor's degree,Remote,Philadelphia,Married,Full Time,86057,10/24/13,,113,,,1
5387756028,Sales,Sales Operations,1590378635,316146636,2188325953,12104572130,Individual Contributor,Male,Heterosexual,Asian,23,Bachelor's degree,Remote,Chicago,Married,Full Time,80475,6/19/14,3/31/16,22,Involuntary,Company restructuring,0
2770187552,Operations,Supply Chain,2779182551,91052068,8495424892,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,Philadelphia,Single,Full Time,65789,4/22/15,3/3/17,23,Voluntary,Personal reasons,0
9129497801,Administration,Travel,5810684935,549775725,3373364129,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Fort Worth,Married,Full Time,50704,7/12/17,,67,,,1
